m,n,mu_formula,k1,k2
9,13,-2.3460652149512313,2.356194490192345,3.4033920413889427
9,14,-2.6286262797369306,2.356194490192345,3.665191429188092
9,15,-2.82842712474619,2.356194490192345,3.926990816987241
9,16,-2.9318516525781364,2.356194490192345,4.1887902047863905
9,17,-2.9318516525781364,2.356194490192345,4.4505895925855405
9,18,-2.8284271247461903,2.356194490192345,4.71238898038469
9,19,-2.628626279736931,2.356194490192345,4.974188368183839
9,20,-2.3460652149512313,2.356194490192345,5.235987755982989
9,21,-2.0,2.356194490192345,5.497787143782138
9,22,-1.614014407382355,2.356194490192345,5.759586531581287
9,23,-1.2144127173638368,2.356194490192345,6.021385919380436
10,0,-1.4641016151377548,2.6179938779914944,0.0
10,1,-1.2144127173638357,2.6179938779914944,0.2617993877991494
10,2,-1.0000000000000004,2.6179938779914944,0.5235987755982988
10,3,-0.835475335400824,2.6179938779914944,0.7853981633974483
10,4,-0.7320508075688775,2.6179938779914944,1.0471975511965976
10,5,-0.6967746271587945,2.6179938779914944,1.3089969389957472
10,6,-0.7320508075688774,2.6179938779914944,1.5707963267948966
10,7,-0.835475335400824,2.6179938779914944,1.832595714594046
10,8,-0.9999999999999998,2.6179938779914944,2.0943951023931953
10,9,-1.2144127173638362,2.6179938779914944,2.356194490192345
10,10,-1.4641016151377548,2.6179938779914944,2.6179938779914944
10,11,-1.7320508075688774,2.6179938779914944,2.8797932657906435
10,12,-2.0,2.6179938779914944,3.141592653589793
10,13,-2.249688897773919,2.6179938779914944,3.4033920413889427
10,14,-2.4641016151377544,2.6179938779914944,3.665191429188092
10,15,-2.6286262797369306,2.6179938779914944,3.926990816987241
10,16,-2.7320508075688776,2.6179938779914944,4.1887902047863905
10,17,-2.7673269879789606,2.6179938779914944,4.4505895925855405
10,18,-2.7320508075688776,2.6179938779914944,4.71238898038469
10,19,-2.628626279736931,2.6179938779914944,4.974188368183839
10,20,-2.4641016151377544,2.6179938779914944,5.235987755982989
10,21,-2.249688897773919,2.6179938779914944,5.497787143782138
10,22,-2.000000000000001,2.6179938779914944,5.759586531581287
10,23,-1.7320508075688783,2.6179938779914944,6.021385919380436
11,0,-1.8637033051562728,2.8797932657906435,0.0
11,1,-1.7320508075688767,2.8797932657906435,0.2617993877991494
11,2,-1.614014407382354,2.8797932657906435,0.5235987755982988
11,3,-1.5176380902050408,2.8797932657906435,0.7853981633974483
11,4,-1.4494897427831774,2.8797932657906435,1.0471975511965976
11,5,-1.4142135623730943,2.8797932657906435,1.3089969389957472
11,6,-1.4142135623730943,2.8797932657906435,1.5707963267948966
11,7,-1.4494897427831777,2.8797932657906435,1.832595714594046
11,8,-1.5176380902050408,2.8797932657906435,2.0943951023931953
11,9,-1.614014407382354,2.8797932657906435,2.356194490192345
11,10,-1.7320508075688774,2.8797932657906435,2.6179938779914944
11,11,-1.8637033051562728,2.8797932657906435,2.8797932657906435
11,12,-2.0,2.8797932657906435,3.141592653589793
11,13,-2.131652497587396,2.8797932657906435,3.4033920413889427
11,14,-2.249688897773919,2.8797932657906435,3.665191429188092
11,15,-2.3460652149512313,2.8797932657906435,3.926990816987241
11,16,-2.4142135623730954,2.8797932657906435,4.1887902047863905
11,17,-2.4494897427831788,2.8797932657906435,4.4505895925855405
11,18,-2.4494897427831788,2.8797932657906435,4.71238898038469
11,19,-2.4142135623730954,2.8797932657906435,4.974188368183839
11,20,-2.3460652149512318,2.8797932657906435,5.235987755982989
11,21,-2.249688897773919,2.8797932657906435,5.497787143782138
11,22,-2.131652497587396,2.8797932657906435,5.759586531581287
11,23,-2.0,2.8797932657906435,6.021385919380436
12,0,-2.0,3.141592653589793,0.0
12,1,-1.9999999999999998,3.141592653589793,0.2617993877991494
12,2,-2.0,3.141592653589793,0.5235987755982988
12,3,-1.9999999999999998,3.141592653589793,0.7853981633974483
12,4,-2.0,3.141592653589793,1.0471975511965976
12,5,-1.9999999999999998,3.141592653589793,1.3089969389957472
12,6,-1.9999999999999996,3.141592653589793,1.5707963267948966
12,7,-2.0,3.141592653589793,1.832595714594046
12,8,-1.9999999999999998,3.141592653589793,2.0943951023931953
12,9,-1.9999999999999998,3.141592653589793,2.356194490192345
12,10,-2.0,3.141592653589793,2.6179938779914944
12,11,-2.0,3.141592653589793,2.8797932657906435
12,12,-2.0,3.141592653589793,3.141592653589793
12,13,-2.0,3.141592653589793,3.4033920413889427
12,14,-2.0,3.141592653589793,3.665191429188092
12,15,-2.0,3.141592653589793,3.926990816987241
12,16,-2.0,3.141592653589793,4.1887902047863905
12,17,-2.0000000000000004,3.141592653589793,4.4505895925855405
12,18,-2.0000000000000004,3.141592653589793,4.71238898038469
12,19,-2.0,3.141592653589793,4.974188368183839
12,20,-2.0,3.141592653589793,5.235987755982989
12,21,-2.0,3.141592653589793,5.497787143782138
12,22,-2.0,3.141592653589793,5.759586531581287
12,23,-2.0,3.141592653589793,6.021385919380436
13,0,-1.8637033051562732,3.4033920413889427,0.0
13,1,-2.0,3.4033920413889427,0.2617993877991494
13,2,-2.131652497587396,3.4033920413889427,0.5235987755982988
13,3,-2.249688897773919,3.4033920413889427,0.7853981633974483
13,4,-2.3460652149512313,3.4033920413889427,1.0471975511965976
13,5,-2.414213562373096,3.4033920413889427,1.3089969389957472
13,6,-2.449489742783178,3.4033920413889427,1.5707963267948966
13,7,-2.4494897427831783,3.4033920413889427,1.832595714594046
13,8,-2.4142135623730954,3.4033920413889427,2.0943951023931953
13,9,-2.3460652149512313,3.4033920413889427,2.356194490192345
13,10,-2.249688897773919,3.4033920413889427,2.6179938779914944
13,11,-2.131652497587396,3.4033920413889427,2.8797932657906435
13,12,-2.0,3.4033920413889427,3.141592653589793
13,13,-1.8637033051562732,3.4033920413889427,3.4033920413889427
13,14,-1.7320508075688774,3.4033920413889427,3.665191429188092
13,15,-1.6140144073823544,3.4033920413889427,3.926990816987241
13,16,-1.5176380902050417,3.4033920413889427,4.1887902047863905
13,17,-1.449489742783178,3.4033920413889427,4.4505895925855405
13,18,-1.4142135623730951,3.4033920413889427,4.71238898038469
13,19,-1.414213562373095,3.4033920413889427,4.974188368183839
13,20,-1.449489742783178,3.4033920413889427,5.235987755982989
13,21,-1.5176380902050415,3.4033920413889427,5.497787143782138
13,22,-1.6140144073823541,3.4033920413889427,5.759586531581287
13,23,-1.732050807568877,3.4033920413889427,6.021385919380436
14,0,-1.4641016151377553,3.665191429188092,0.0
14,1,-1.7320508075688779,3.665191429188092,0.2617993877991494
14,2,-2.0,3.665191429188092,0.5235987755982988
14,3,-2.249688897773919,3.665191429188092,0.7853981633974483
14,4,-2.4641016151377544,3.665191429188092,1.0471975511965976
14,5,-2.628626279736931,3.665191429188092,1.3089969389957472
14,6,-2.7320508075688767,3.665191429188092,1.5707963267948966
14,7,-2.7673269879789606,3.665191429188092,1.832595714594046
14,8,-2.732050807568877,3.665191429188092,2.0943951023931953
14,9,-2.6286262797369306,3.665191429188092,2.356194490192345
14,10,-2.4641016151377544,3.665191429188092,2.6179938779914944
14,11,-2.249688897773919,3.665191429188092,2.8797932657906435
14,12,-2.0,3.665191429188092,3.141592653589793
14,13,-1.7320508075688774,3.665191429188092,3.4033920413889427
14,14,-1.4641016151377553,3.665191429188092,3.665191429188092
14,15,-1.2144127173638368,3.665191429188092,3.926990816987241
14,16,-1.000000000000001,3.665191429188092,4.1887902047863905
14,17,-0.8354753354008246,3.665191429188092,4.4505895925855405
14,18,-0.7320508075688783,3.665191429188092,4.71238898038469
14,19,-0.6967746271587951,3.665191429188092,4.974188368183839
14,20,-0.7320508075688782,3.665191429188092,5.235987755982989
14,21,-0.8354753354008246,3.665191429188092,5.497787143782138
14,22,-1.0000000000000004,3.665191429188092,5.759586531581287
14,23,-1.2144127173638357,3.665191429188092,6.021385919380436
15,0,-0.8284271247461916,3.926990816987241,0.0
15,1,-1.2144127173638373,3.926990816987241,0.2617993877991494
15,2,-1.6140144073823552,3.926990816987241,0.5235987755982988
15,3,-2.000000000000001,3.926990816987241,0.7853981633974483
15,4,-2.3460652149512318,3.926990816987241,1.0471975511965976
15,5,-2.628626279736931,3.926990816987241,1.3089969389957472
15,6,-2.82842712474619,3.926990816987241,1.5707963267948966
15,7,-2.931851652578136,3.926990816987241,1.832595714594046
15,8,-2.9318516525781364,3.926990816987241,2.0943951023931953
15,9,-2.82842712474619,3.926990816987241,2.356194490192345
15,10,-2.6286262797369306,3.926990816987241,2.6179938779914944
15,11,-2.3460652149512313,3.926990816987241,2.8797932657906435
15,12,-2.0,3.926990816987241,3.141592653589793
15,13,-1.6140144073823544,3.926990816987241,3.4033920413889427
15,14,-1.2144127173638368,3.926990816987241,3.665191429188092
15,15,-0.8284271247461916,3.926990816987241,3.926990816987241
15,16,-0.4823619097949603,3.926990816987241,4.1887902047863905
15,17,-0.19980084500926054,3.926990816987241,4.4505895925855405
15,18,-1.7763568394002505e-15,3.926990816987241,4.71238898038469
15,19,0.10342452783194456,3.926990816987241,4.974188368183839
15,20,0.10342452783194456,3.926990816987241,5.235987755982989
15,21,-1.8759367644105466e-15,3.926990816987241,5.497787143782138
15,22,-0.19980084500926076,3.926990816987241,5.759586531581287
15,23,-0.4823619097949592,3.926990816987241,6.021385919380436
16,0,-1.7763568394002505e-15,4.1887902047863905,0.0
16,1,-0.4823619097949601,4.1887902047863905,0.2617993877991494
16,2,-1.000000000000001,4.1887902047863905,0.5235987755982988
16,3,-1.5176380902050426,4.1887902047863905,0.7853981633974483
16,4,-2.000000000000001,4.1887902047863905,1.0471975511965976
16,5,-2.414213562373096,4.1887902047863905,1.3089969389957472
16,6,-2.7320508075688776,4.1887902047863905,1.5707963267948966
16,7,-2.9318516525781373,4.1887902047863905,1.832595714594046
16,8,-3.0,4.1887902047863905,2.0943951023931953
16,9,-2.9318516525781364,4.1887902047863905,2.356194490192345
16,10,-2.7320508075688776,4.1887902047863905,2.6179938779914944
16,11,-2.4142135623730954,4.1887902047863905,2.8797932657906435
16,12,-2.0,4.1887902047863905,3.141592653589793
16,13,-1.5176380902050417,4.1887902047863905,3.4033920413889427
16,14,-1.000000000000001,4.1887902047863905,3.665191429188092
16,15,-0.4823619097949603,4.1887902047863905,3.926990816987241
16,16,-1.7763568394002505e-15,4.1887902047863905,4.1887902047863905
16,17,0.41421356237309404,4.1887902047863905,4.4505895925855405
16,18,0.7320508075688756,4.1887902047863905,4.71238898038469
16,19,0.9318516525781348,4.1887902047863905,4.974188368183839
16,20,0.9999999999999983,4.1887902047863905,5.235987755982989
16,21,0.9318516525781348,4.1887902047863905,5.497787143782138
16,22,0.732050807568876,4.1887902047863905,5.759586531581287
16,23,0.4142135623730945,4.1887902047863905,6.021385919380436
17,0,0.9647238195899175,4.4505895925855405,0.0
17,1,0.41421356237309614,4.4505895925855405,0.2617993877991494
17,2,-0.19980084500925854,4.4505895925855405,0.5235987755982988
17,3,-0.8354753354008233,4.4505895925855405,0.7853981633974483
17,4,-1.4494897427831774,4.4505895925855405,1.0471975511965976
17,5,-1.9999999999999998,4.4505895925855405,1.3089969389957472
17,6,-2.449489742783178,4.4505895925855405,1.5707963267948966
17,7,-2.7673269879789606,4.4505895925855405,1.832595714594046
17,8,-2.9318516525781364,4.4505895925855405,2.0943951023931953
17,9,-2.9318516525781364,4.4505895925855405,2.356194490192345
17,10,-2.7673269879789606,4.4505895925855405,2.6179938779914944
17,11,-2.4494897427831788,4.4505895925855405,2.8797932657906435
17,12,-2.0000000000000004,4.4505895925855405,3.141592653589793
17,13,-1.449489742783178,4.4505895925855405,3.4033920413889427
17,14,-0.8354753354008246,4.4505895925855405,3.665191429188092
17,15,-0.19980084500926054,4.4505895925855405,3.926990816987241
17,16,0.41421356237309404,4.4505895925855405,4.1887902047863905
17,17,0.9647238195899175,4.4505895925855405,4.4505895925855405
17,18,1.414213562373095,4.4505895925855405,4.71238898038469
17,19,1.7320508075688772,4.4505895925855405,4.974188368183839
17,20,1.896575472168054,4.4505895925855405,5.235987755982989
17,21,1.896575472168054,4.4505895925855405,5.497787143782138
17,22,1.7320508075688783,4.4505895925855405,5.759586531581287
17,23,1.414213562373097,4.4505895925855405,6.021385919380436
18,0,1.9999999999999991,4.71238898038469,0.0
18,1,1.414213562373095,4.71238898038469,0.2617993877991494
18,2,0.7320508075688761,4.71238898038469,0.5235987755982988
18,3,-6.661338147750939e-16,4.71238898038469,0.7853981633974483
18,4,-0.7320508075688773,4.71238898038469,1.0471975511965976
18,5,-1.4142135623730958,4.71238898038469,1.3089969389957472
18,6,-2.0000000000000004,4.71238898038469,1.5707963267948966
18,7,-2.4494897427831783,4.71238898038469,1.832595714594046
18,8,-2.732050807568877,4.71238898038469,2.0943951023931953
18,9,-2.8284271247461903,4.71238898038469,2.356194490192345
18,10,-2.7320508075688776,4.71238898038469,2.6179938779914944
18,11,-2.4494897427831788,4.71238898038469,2.8797932657906435
18,12,-2.0000000000000004,4.71238898038469,3.141592653589793
18,13,-1.4142135623730951,4.71238898038469,3.4033920413889427
18,14,-0.7320508075688783,4.71238898038469,3.665191429188092
18,15,-1.7763568394002505e-15,4.71238898038469,3.926990816987241
18,16,0.7320508075688756,4.71238898038469,4.1887902047863905
18,17,1.414213562373095,4.71238898038469,4.4505895925855405
18,18,1.9999999999999993,4.71238898038469,4.71238898038469
18,19,2.449489742783177,4.71238898038469,4.974188368183839
18,20,2.7320508075688767,4.71238898038469,5.235987755982989
18,21,2.8284271247461894,4.71238898038469,5.497787143782138
18,22,2.7320508075688767,4.71238898038469,5.759586531581287
18,23,2.4494897427831788,4.71238898038469,6.021385919380436
19,0,3.035276180410081,4.974188368183839,0.0
19,1,2.4494897427831765,4.974188368183839,0.2617993877991494
19,2,1.7320508075688752,4.974188368183839,0.5235987755982988
19,3,0.9318516525781348,4.974188368183839,0.7853981633974483
19,4,0.10342452783194545,4.974188368183839,1.0471975511965976
19,5,-0.696774627158796,4.974188368183839,1.3089969389957472
19,6,-1.4142135623730963,4.974188368183839,1.5707963267948966
19,7,-2.000000000000001,4.974188368183839,1.832595714594046
19,8,-2.4142135623730954,4.974188368183839,2.0943951023931953
19,9,-2.628626279736931,4.974188368183839,2.356194490192345
19,10,-2.628626279736931,4.974188368183839,2.6179938779914944
19,11,-2.4142135623730954,4.974188368183839,2.8797932657906435
19,12,-2.0,4.974188368183839,3.141592653589793
