m,n,mu,k1,k2,lambda_max
14,13,-1.7320508075688774,3.665191429188092,3.4033920413889427,0.03279249405634523
14,14,-1.4641016151377553,3.665191429188092,3.665191429188092,0.01989695919537538
14,15,-1.2144127173638368,3.665191429188092,3.926990816987241,0.008672467341352493
14,16,-1.000000000000001,3.665191429188092,4.1887902047863905,-0.00032207745112016443
14,17,-0.8354753354008246,3.665191429188092,4.4505895925855405,-0.006810268857101342
14,18,-0.7320508075688783,3.665191429188092,4.71238898038469,-0.010704144277769004
14,19,-0.6967746271587951,3.665191429188092,4.974188368183839,-0.011999736876900922
14,20,-0.7320508075688782,3.665191429188092,5.235987755982989,-0.010704144277768984
14,21,-0.8354753354008246,3.665191429188092,5.497787143782138,-0.006810268857101342
14,22,-1.0000000000000004,3.665191429188092,5.759586531581287,-0.0003220774511201843
14,23,-1.2144127173638357,3.665191429188092,6.021385919380436,0.00867246734135234
15,0,-0.8284271247461916,3.926990816987241,0.0,-0.007080156012015957
15,1,-1.2144127173638373,3.926990816987241,0.2617993877991494,0.008672467341352463
15,2,-1.6140144073823552,3.926990816987241,0.5235987755982988,0.02700758249827173
15,3,-2.000000000000001,3.926990816987241,0.7853981633974483,0.046492542858262514
15,4,-2.3460652149512318,3.926990816987241,1.0471975511965976,0.06522261999292045
15,5,-2.628626279736931,3.926990816987241,1.3089969389957472,0.08123934093859154
15,6,-2.82842712474619,3.926990816987241,1.5707963267948966,0.09288674986665646
15,7,-2.931851652578136,3.926990816987241,1.832595714594046,0.09900523794818426
15,8,-2.9318516525781364,3.926990816987241,2.0943951023931953,0.09900523794818418
15,9,-2.82842712474619,3.926990816987241,2.356194490192345,0.09288674986665646
15,10,-2.6286262797369306,3.926990816987241,2.6179938779914944,0.08123934093859157
15,11,-2.3460652149512313,3.926990816987241,2.8797932657906435,0.06522261999292048
15,12,-2.0,3.926990816987241,3.141592653589793,0.04649254285826247
15,13,-1.6140144073823544,3.926990816987241,3.4033920413889427,0.0270075824982718
15,14,-1.2144127173638368,3.926990816987241,3.665191429188092,0.008672467341352493
15,15,-0.8284271247461916,3.926990816987241,3.926990816987241,-0.007080156012015957
15,16,-0.4823619097949603,3.926990816987241,4.1887902047863905,-0.019521901640859422
15,17,-0.19980084500926054,3.926990816987241,4.4505895925855405,-0.02853338760506264
15,18,-1.7763568394002505e-15,3.926990816987241,4.71238898038469,-0.03431629436082999
15,19,0.10342452783194456,3.926990816987241,4.974188368183839,-0.03712811621992423
15,20,0.10342452783194456,3.926990816987241,5.235987755982989,-0.03712811621992423
15,21,-1.8759367644105466e-15,3.926990816987241,5.497787143782138,-0.034316294360829946
15,22,-0.19980084500926076,3.926990816987241,5.759586531581287,-0.02853338760506275
15,23,-0.4823619097949592,3.926990816987241,6.021385919380436,-0.01952190164085937
16,0,-1.7763568394002505e-15,4.1887902047863905,0.0,-0.03431629436082999
16,1,-0.4823619097949601,4.1887902047863905,0.2617993877991494,-0.019521901640859204
16,2,-1.000000000000001,4.1887902047863905,0.5235987755982988,-0.00032207745112016443
16,3,-1.5176380902050426,4.1887902047863905,0.7853981633974483,0.022405170449991116
16,4,-2.000000000000001,4.1887902047863905,1.0471975511965976,0.046492542858262514
16,5,-2.414213562373096,4.1887902047863905,1.3089969389957472,0.06903147136964591
16,6,-2.7320508075688776,4.1887902047863905,1.5707963267948966,0.08723847363204044
16,7,-2.9318516525781373,4.1887902047863905,1.832595714594046,0.09900523794818428
16,8,-3.0,4.1887902047863905,2.0943951023931953,0.10306671935147543
16,9,-2.9318516525781364,4.1887902047863905,2.356194490192345,0.09900523794818418
16,10,-2.7320508075688776,4.1887902047863905,2.6179938779914944,0.08723847363204044
16,11,-2.4142135623730954,4.1887902047863905,2.8797932657906435,0.06903147136964619
16,12,-2.0,4.1887902047863905,3.141592653589793,0.04649254285826247
16,13,-1.5176380902050417,4.1887902047863905,3.4033920413889427,0.02240517044999101
16,14,-1.000000000000001,4.1887902047863905,3.665191429188092,-0.00032207745112016443
16,15,-0.4823619097949603,4.1887902047863905,3.926990816987241,-0.019521901640859422
16,16,-1.7763568394002505e-15,4.1887902047863905,4.1887902047863905,-0.03431629436082999
16,17,0.41421356237309404,4.1887902047863905,4.4505895925855405,-0.04488155214174854
16,18,0.7320508075688756,4.1887902047863905,4.71238898038469,-0.05182735313514801
16,19,0.9318516525781348,4.1887902047863905,4.974188368183839,-0.05574146853203926
16,20,0.9999999999999983,4.1887902047863905,5.235987755982989,-0.057003552739053866
16,21,0.9318516525781348,4.1887902047863905,5.497787143782138,-0.05574146853203926
16,22,0.732050807568876,4.1887902047863905,5.759586531581287,-0.051827353135148045
16,23,0.4142135623730945,4.1887902047863905,6.021385919380436,-0.044881552141748535
17,0,0.9647238195899175,4.4505895925855405,0.0,-0.0563547141245735
17,1,0.41421356237309614,4.4505895925855405,0.2617993877991494,-0.044881552141748604
17,2,-0.19980084500925854,4.4505895925855405,0.5235987755982988,-0.028533387605062802
17,3,-0.8354753354008233,4.4505895925855405,0.7853981633974483,-0.006810268857101555
17,4,-1.4494897427831774,4.4505895925855405,1.0471975511965976,0.01921849070677993
17,5,-1.9999999999999998,4.4505895925855405,1.3089969389957472,0.04649254285826247
17,6,-2.449489742783178,4.4505895925855405,1.5707963267948966,0.0710171628571996
17,7,-2.7673269879789606,4.4505895925855405,1.832595714594046,0.08929964309594025
17,8,-2.9318516525781364,4.4505895925855405,2.0943951023931953,0.09900523794818418
17,9,-2.9318516525781364,4.4505895925855405,2.356194490192345,0.09900523794818418
17,10,-2.7673269879789606,4.4505895925855405,2.6179938779914944,0.08929964309594025
17,11,-2.4494897427831788,4.4505895925855405,2.8797932657906435,0.07101716285719993
17,12,-2.0000000000000004,4.4505895925855405,3.141592653589793,0.0464925428582625
17,13,-1.449489742783178,4.4505895925855405,3.4033920413889427,0.01921849070677994
17,14,-0.8354753354008246,4.4505895925855405,3.665191429188092,-0.006810268857101342
17,15,-0.19980084500926054,4.4505895925855405,3.926990816987241,-0.02853338760506264
17,16,0.41421356237309404,4.4505895925855405,4.1887902047863905,-0.04488155214174854
17,17,0.9647238195899175,4.4505895925855405,4.4505895925855405,-0.0563547141245735
17,18,1.414213562373095,4.4505895925855405,4.71238898038469,-0.0639584737311673
17,19,1.7320508075688772,4.4505895925855405,4.974188368183839,-0.06856333629716468
17,20,1.896575472168054,4.4505895925855405,5.235987755982989,-0.07073255728128147
17,21,1.896575472168054,4.4505895925855405,5.497787143782138,-0.07073255728128147
17,22,1.7320508075688783,4.4505895925855405,5.759586531581287,-0.06856333629716477
17,23,1.414213562373097,4.4505895925855405,6.021385919380436,-0.06395847373116745
18,0,1.9999999999999991,4.71238898038469,0.0,-0.07202842535453705
18,1,1.414213562373095,4.71238898038469,0.2617993877991494,-0.0639584737311673
18,2,0.7320508075688761,4.71238898038469,0.5235987755982988,-0.05182735313514804
18,3,-6.661338147750939e-16,4.71238898038469,0.7853981633974483,-0.03431629436083004
18,4,-0.7320508075688773,4.71238898038469,1.0471975511965976,-0.010704144277769022
18,5,-1.4142135623730958,4.71238898038469,1.3089969389957472,0.017591416465123483
18,6,-2.0000000000000004,4.71238898038469,1.5707963267948966,0.0464925428582625
18,7,-2.4494897427831783,4.71238898038469,1.832595714594046,0.07101716285719993
18,8,-2.732050807568877,4.71238898038469,2.0943951023931953,0.08723847363204043
18,9,-2.8284271247461903,4.71238898038469,2.356194490192345,0.09288674986665646
18,10,-2.7320508075688776,4.71238898038469,2.6179938779914944,0.08723847363204044
18,11,-2.4494897427831788,4.71238898038469,2.8797932657906435,0.07101716285719993
18,12,-2.0000000000000004,4.71238898038469,3.141592653589793,0.0464925428582625
18,13,-1.4142135623730951,4.71238898038469,3.4033920413889427,0.017591416465123518
18,14,-0.7320508075688783,4.71238898038469,3.665191429188092,-0.010704144277769004
18,15,-1.7763568394002505e-15,4.71238898038469,3.926990816987241,-0.03431629436082999
18,16,0.7320508075688756,4.71238898038469,4.1887902047863905,-0.05182735313514801
18,17,1.414213562373095,4.71238898038469,4.4505895925855405,-0.0639584737311673
18,18,1.9999999999999993,4.71238898038469,4.71238898038469,-0.07202842535453705
18,19,2.449489742783177,4.71238898038469,4.974188368183839,-0.07712113129255464
18,20,2.7320508075688767,4.71238898038469,5.235987755982989,-0.07993186078801631
18,21,2.8284271247461894,4.71238898038469,5.497787143782138,-0.08083052394172922
18,22,2.7320508075688767,4.71238898038469,5.759586531581287,-0.07993186078801631
18,23,2.4494897427831788,4.71238898038469,6.021385919380436,-0.07712113129255493
19,0,3.035276180410081,4.974188368183839,0.0,-0.08266560727200979
19,1,2.4494897427831765,4.974188368183839,0.2617993877991494,-0.07712113129255468
19,2,1.7320508075688752,4.974188368183839,0.5235987755982988,-0.06856333629716478
19,3,0.9318516525781348,4.974188368183839,0.7853981633974483,-0.05574146853203926
19,4,0.10342452783194545,4.974188368183839,1.0471975511965976,-0.037128116219924207
19,5,-0.696774627158796,4.974188368183839,1.3089969389957472,-0.011999736876900879
19,6,-1.4142135623730963,4.974188368183839,1.5707963267948966,0.017591416465123726
19,7,-2.000000000000001,4.974188368183839,1.832595714594046,0.046492542858262514
19,8,-2.4142135623730954,4.974188368183839,2.0943951023931953,0.06903147136964619
19,9,-2.628626279736931,4.974188368183839,2.356194490192345,0.08123934093859154
19,10,-2.628626279736931,4.974188368183839,2.6179938779914944,0.08123934093859154
19,11,-2.4142135623730954,4.974188368183839,2.8797932657906435,0.06903147136964619
19,12,-2.0,4.974188368183839,3.141592653589793,0.04649254285826247
19,13,-1.414213562373095,4.974188368183839,3.4033920413889427,0.017591416465123518
19,14,-0.6967746271587951,4.974188368183839,3.665191429188092,-0.011999736876900922
19,15,0.10342452783194456,4.974188368183839,3.926990816987241,-0.03712811621992423
19,16,0.9318516525781348,4.974188368183839,4.1887902047863905,-0.05574146853203926
19,17,1.7320508075688772,4.974188368183839,4.4505895925855405,-0.06856333629716468
19,18,2.449489742783177,4.974188368183839,4.71238898038469,-0.07712113129255464
19,19,3.035276180410081,4.974188368183839,4.974188368183839,-0.08266560727200979
19,20,3.449489742783177,4.974188368183839,5.235987755982989,-0.085997236981351
19,21,3.6639024601470123,4.974188368183839,5.497787143782138,-0.08756412840753551
19,22,3.6639024601470123,4.974188368183839,5.759586531581287,-0.08756412840753551
19,23,3.449489742783178,4.974188368183839,6.021385919380436,-0.08599723698135077
20,0,4.0,5.235987755982989,0.0,-0.08983362114796277
20,1,3.449489742783179,5.235987755982989,0.2617993877991494,-0.08599723698135076
20,2,2.732050807568877,5.235987755982989,0.5235987755982988,-0.07993186078801631
20,3,1.896575472168054,5.235987755982989,0.7853981633974483,-0.07073255728128147
20,4,1.0000000000000013,5.235987755982989,1.0471975511965976,-0.0570035527390541
20,5,0.10342452783194633,5.235987755982989,1.3089969389957472,-0.037128116219924207
20,6,-0.7320508075688767,5.235987755982989,1.5707963267948966,-0.010704144277769004
20,7,-1.4494897427831774,5.235987755982989,1.832595714594046,0.01921849070677993
20,8,-1.9999999999999993,5.235987755982989,2.0943951023931953,0.046492542858262445
20,9,-2.3460652149512313,5.235987755982989,2.356194490192345,0.06522261999292048
20,10,-2.4641016151377544,5.235987755982989,2.6179938779914944,0.07184240011453474
20,11,-2.3460652149512318,5.235987755982989,2.8797932657906435,0.06522261999292045
20,12,-2.0,5.235987755982989,3.141592653589793,0.04649254285826247
20,13,-1.449489742783178,5.235987755982989,3.4033920413889427,0.01921849070677994
20,14,-0.7320508075688782,5.235987755982989,3.665191429188092,-0.010704144277768984
20,15,0.10342452783194456,5.235987755982989,3.926990816987241,-0.03712811621992423
20,16,0.9999999999999983,5.235987755982989,4.1887902047863905,-0.057003552739053866
20,17,1.896575472168054,5.235987755982989,4.4505895925855405,-0.07073255728128147
20,18,2.7320508075688767,5.235987755982989,4.71238898038469,-0.07993186078801631
20,19,3.449489742783177,5.235987755982989,4.974188368183839,-0.085997236981351
20,20,4.0,5.235987755982989,5.235987755982989,-0.08983362114796277
20,21,4.346065214951231,5.235987755982989,5.497787143782138,-0.0919618717900747
20,22,4.464101615137754,5.235987755982989,5.759586531581287,-0.09264473860509452
20,23,4.346065214951233,5.235987755982989,6.021385919380436,-0.09196187179007498
21,0,4.82842712474619,5.497787143782138,0.0,-0.09462964410964969
21,1,4.346065214951231,5.497787143782138,0.2617993877991494,-0.0919618717900747
21,2,3.6639024601470127,5.497787143782138,0.5235987755982988,-0.08756412840753539
21,3,2.8284271247461894,5.497787143782138,0.7853981633974483,-0.08083052394172922
21,4,1.8965754721680537,5.497787143782138,1.0471975511965976,-0.07073255728128129
21,5,0.9318516525781353,5.497787143782138,1.3089969389957472,-0.055741468532039234
21,6,-4.440892098500626e-16,5.497787143782138,1.5707963267948966,-0.034316294360830016
21,7,-0.8354753354008237,5.497787143782138,1.832595714594046,-0.006810268857101474
21,8,-1.5176380902050415,5.497787143782138,2.0943951023931953,0.022405170449991123
21,9,-2.0,5.497787143782138,2.356194490192345,0.04649254285826247
21,10,-2.249688897773919,5.497787143782138,2.6179938779914944,0.059900167527295045
21,11,-2.249688897773919,5.497787143782138,2.8797932657906435,0.059900167527295045
21,12,-2.0,5.497787143782138,3.141592653589793,0.04649254285826247
21,13,-1.5176380902050415,5.497787143782138,3.4033920413889427,0.022405170449991123
21,14,-0.8354753354008246,5.497787143782138,3.665191429188092,-0.006810268857101342
21,15,-1.8759367644105466e-15,5.497787143782138,3.926990816987241,-0.034316294360829946
21,16,0.9318516525781348,5.497787143782138,4.1887902047863905,-0.05574146853203926
21,17,1.896575472168054,5.497787143782138,4.4505895925855405,-0.07073255728128147
21,18,2.8284271247461894,5.497787143782138,4.71238898038469,-0.08083052394172922
21,19,3.6639024601470123,5.497787143782138,4.974188368183839,-0.08756412840753551
21,20,4.346065214951231,5.497787143782138,5.235987755982989,-0.0919618717900747
21,21,4.82842712474619,5.497787143782138,5.497787143782138,-0.09462964410964969
21,22,5.078116022520108,5.497787143782138,5.759586531581287,-0.09589312240638669
21,23,5.078116022520109,5.497787143782138,6.021385919380436,-0.09589312240638669
22,0,5.4641016151377535,5.759586531581287,0.0,-0.09771080625483616
22,1,5.078116022520108,5.759586531581287,0.2617993877991494,-0.09589312240638669
22,2,4.4641016151377535,5.759586531581287,0.5235987755982988,-0.09264473860509442
22,3,3.6639024601470123,5.759586531581287,0.7853981633974483,-0.08756412840753551
22,4,2.7320508075688763,5.759586531581287,1.0471975511965976,-0.0799318607880163
22,5,1.7320508075688752,5.759586531581287,1.3089969389957472,-0.06856333629716478
22,6,0.7320508075688761,5.759586531581287,1.5707963267948966,-0.05182735313514804
22,7,-0.19980084500925988,5.759586531581287,1.832595714594046,-0.02853338760506278
22,8,-1.0000000000000004,5.759586531581287,2.0943951023931953,-0.0003220774511201843
22,9,-1.614014407382355,5.759586531581287,2.356194490192345,0.02700758249827192
22,10,-2.000000000000001,5.759586531581287,2.6179938779914944,0.046492542858262514
22,11,-2.131652497587396,5.759586531581287,2.8797932657906435,0.05349028499529471
22,12,-2.0,5.759586531581287,3.141592653589793,0.04649254285826247
22,13,-1.6140144073823541,5.759586531581287,3.4033920413889427,0.0270075824982718
22,14,-1.0000000000000004,5.759586531581287,3.665191429188092,-0.0003220774511201843
22,15,-0.19980084500926076,5.759586531581287,3.926990816987241,-0.02853338760506275
22,16,0.732050807568876,5.759586531581287,4.1887902047863905,-0.051827353135148045
22,17,1.7320508075688783,5.759586531581287,4.4505895925855405,-0.06856333629716477
22,18,2.7320508075688767,5.759586531581287,4.71238898038469,-0.07993186078801631
22,19,3.6639024601470123,5.759586531581287,4.974188368183839,-0.08756412840753551
22,20,4.464101615137754,5.759586531581287,5.235987755982989,-0.09264473860509452
22,21,5.078116022520108,5.759586531581287,5.497787143782138,-0.09589312240638669
22,22,5.4641016151377535,5.759586531581287,5.759586531581287,-0.09771080625483616
22,23,5.5957541127251496,5.759586531581287,6.021385919380436,-0.09829677950196829
23,0,5.863703305156273,6.021385919380436,0.0,-0.09944112506290632
23,1,5.5957541127251496,6.021385919380436,0.2617993877991494,-0.09829677950196829
23,2,5.078116022520107,6.021385919380436,0.5235987755982988,-0.09589312240638669
23,3,4.3460652149512295,6.021385919380436,0.7853981633974483,-0.09196187179007446
23,4,3.449489742783177,6.021385919380436,1.0471975511965976,-0.085997236981351
23,5,2.4494897427831757,6.021385919380436,1.3089969389957472,-0.07712113129255471
23,6,1.4142135623730934,6.021385919380436,1.5707963267948966,-0.06395847373116725
23,7,0.41421356237309404,6.021385919380436,1.832595714594046,-0.04488155214174854
23,8,-0.4823619097949592,6.021385919380436,2.0943951023931953,-0.01952190164085937
23,9,-1.2144127173638368,6.021385919380436,2.356194490192345,0.008672467341352493
23,10,-1.7320508075688783,6.021385919380436,2.6179938779914944,0.0327924940563453
23,11,-2.0,6.021385919380436,2.8797932657906435,0.04649254285826247
23,12,-2.0,6.021385919380436,3.141592653589793,0.04649254285826247
23,13,-1.732050807568877,6.021385919380436,3.4033920413889427,0.032792494056344844
23,14,-1.2144127173638357,6.021385919380436,3.665191429188092,0.00867246734135234
23,15,-0.4823619097949592,6.021385919380436,3.926990816987241,-0.01952190164085937
23,16,0.4142135623730945,6.021385919380436,4.1887902047863905,-0.044881552141748535
23,17,1.414213562373097,6.021385919380436,4.4505895925855405,-0.06395847373116745
23,18,2.4494897427831788,6.021385919380436,4.71238898038469,-0.07712113129255493
23,19,3.449489742783178,6.021385919380436,4.974188368183839,-0.08599723698135077
23,20,4.346065214951233,6.021385919380436,5.235987755982989,-0.09196187179007498
23,21,5.078116022520109,6.021385919380436,5.497787143782138,-0.09589312240638669
23,22,5.5957541127251496,6.021385919380436,5.759586531581287,-0.09829677950196829
23,23,5.863703305156273,6.021385919380436,6.021385919380436,-0.09944112506290632
