pair,param_x,param_y,x,y,n_branches,classification,nonuniform_max_re_lambda,uniform_re_lambda,dominant_lambda_graph
lam_N_x_d_A,lam_N,d_A,2.306143078159937,1.7150528045549482,1,nonuniform_instability,0.0007362635320970832,-0.09999999999999881,-3.0
lam_N_x_d_A,lam_N,d_A,2.306143078159937,2.0,1,stable_homogeneous,-0.012369228171919235,-0.10000000000001144,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.05,1,nonuniform_instability,0.07484165751007353,-0.07368352704899221,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.05830724263090528,1,nonuniform_instability,0.08149859037083114,-0.07761019470776034,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.06799469086438521,1,nonuniform_instability,0.08846725888700152,-0.08218627454983171,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.07929165875686216,1,nonuniform_instability,0.0957242409347186,-0.08751855603905559,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.09246555971486617,1,nonuniform_instability,0.10323859254196778,-0.09373114370089017,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.1078282365059433,1,nonuniform_instability,0.1109706239468878,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.12574334296829354,1,nonuniform_instability,0.11887047131655006,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.14663495215346858,1,nonuniform_instability,0.1268764086197605,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.17099759466766967,1,nonuniform_instability,0.1349128121177745,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.1994079648317803,1,nonuniform_instability,0.1428876366314069,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.23253857175963288,1,nonuniform_instability,0.1506891737263839,-0.10000000000000032,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.27117365849266195,1,nonuniform_instability,0.15818171206549975,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.31622776601683794,1,nonuniform_instability,0.16519946410880976,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.3687673815954583,1,nonuniform_instability,0.17153767694850558,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.4300361838610006,1,nonuniform_instability,0.17693904685445666,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.5014844822490394,1,nonuniform_instability,0.1810720848399637,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.5848035476425731,1,nonuniform_instability,0.18349527471455693,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.6819656468761939,1,nonuniform_instability,0.18359534648710588,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.7952707287670507,1,nonuniform_instability,0.18047695818550896,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,0.9274008667895459,1,nonuniform_instability,0.1727599217666161,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,1.0814837471201986,1,nonuniform_instability,0.15821098103905457,-0.10000000000000021,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,1.2611667048943616,1,nonuniform_instability,0.13320517734014387,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,1.4707030612058973,1,nonuniform_instability,0.09314623953412345,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,1.7150528045549482,1,nonuniform_instability,0.04082782151691435,-0.10000000000000023,-3.0
lam_N_x_d_A,lam_N,d_A,2.7144176165949068,2.0,1,nonuniform_instability,0.0016834570639975305,-0.09999999999999747,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.05,1,nonuniform_instability,0.07509466337249114,-0.0738881732857885,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.05830724263090528,1,nonuniform_instability,0.08180372745192531,-0.07785132591193444,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.06799469086438521,1,nonuniform_instability,0.08883489741571816,-0.08247086207511488,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.07929165875686216,1,nonuniform_instability,0.09616693205290033,-0.08785507425887797,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.09246555971486617,1,nonuniform_instability,0.10377160545434731,-0.0941299575930499,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.1078282365059433,1,nonuniform_instability,0.11161264540876856,-0.10000000000000014,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.12574334296829354,1,nonuniform_instability,0.11964452710753364,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.14663495215346858,1,nonuniform_instability,0.12781109432419,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.17099759466766967,1,nonuniform_instability,0.13604396022991846,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.1994079648317803,1,nonuniform_instability,0.1442606120897303,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.23253857175963288,1,nonuniform_instability,0.15236209130872871,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.27117365849266195,1,nonuniform_instability,0.16023003616875753,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.31622776601683794,1,nonuniform_instability,0.16772273191178838,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.3687673815954583,1,nonuniform_instability,0.17466957008624456,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.4300361838610006,1,nonuniform_instability,0.18086290328306265,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.5014844822490394,1,nonuniform_instability,0.18604553865659845,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.5848035476425731,1,nonuniform_instability,0.18989076522741524,-0.09999999999999974,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.6819656468761939,1,nonuniform_instability,0.19196925556305805,-0.10000000000000031,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.7952707287670507,1,nonuniform_instability,0.19169219976073462,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,0.9274008667895459,1,nonuniform_instability,0.18821010410152572,-0.10000000000000031,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,1.0814837471201986,1,nonuniform_instability,0.18022747095417302,-0.09999999999999996,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,1.2611667048943616,1,nonuniform_instability,0.16566469740241035,-0.09999999999999971,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,1.4707030612058973,1,nonuniform_instability,0.14113368832303888,-0.09999999999999983,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,1.7150528045549482,1,nonuniform_instability,0.10202201658451428,-0.10000000000000041,-3.0
lam_N_x_d_A,lam_N,d_A,3.1949721884384226,2.0,1,nonuniform_instability,0.04906995697673912,-0.09999999999999983,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.05,1,nonuniform_instability,0.07530843074944875,-0.07406016809818944,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.05830724263090528,1,nonuniform_instability,0.08206121655429886,-0.07805364559492453,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.06799469086438521,1,nonuniform_instability,0.0891446684293486,-0.08270917996127689,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.07929165875686216,1,nonuniform_instability,0.09653929160791995,-0.08813624358394842,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.09246555971486617,1,nonuniform_instability,0.10421901725965219,-0.0944623003674952,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.1078282365059433,1,nonuniform_instability,0.11215025782855903,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.12574334296829354,1,nonuniform_instability,0.12029085854446107,-0.09999999999999981,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.14663495215346858,1,nonuniform_instability,0.12858893415899916,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.17099759466766967,1,nonuniform_instability,0.1369815676448981,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.1994079648317803,1,nonuniform_instability,0.14539333639809146,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.23253857175963288,1,nonuniform_instability,0.15373459493836625,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.27117365849266195,1,nonuniform_instability,0.1618993996555778,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.31622776601683794,1,nonuniform_instability,0.16976287592910577,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.3687673815954583,1,nonuniform_instability,0.17717769216409693,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.4300361838610006,1,nonuniform_instability,0.1839690765490086,-0.10000000000000031,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.5014844822490394,1,nonuniform_instability,0.18992742101585333,-0.10000000000000031,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.5848035476425731,1,nonuniform_instability,0.19479683497171832,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.6819656468761939,1,nonuniform_instability,0.1982567783463324,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.7952707287670507,1,nonuniform_instability,0.19989160039461668,-0.09999999999999964,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,0.9274008667895459,1,nonuniform_instability,0.1991383555380872,-0.09999999999999988,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,1.0814837471201986,1,nonuniform_instability,0.1951944522244961,-0.10000000000000077,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,1.2611667048943616,1,nonuniform_instability,0.18684959339614715,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,1.4707030612058973,1,nonuniform_instability,0.17217943976240213,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,1.7150528045549482,1,nonuniform_instability,0.14805329164302616,-0.10000000000000013,-3.0
lam_N_x_d_A,lam_N,d_A,3.760603093086394,2.0,1,nonuniform_instability,0.11000558747877905,-0.09999999999999974,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.05,1,nonuniform_instability,0.0754891960198791,-0.07420495222629703,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.05830724263090528,1,nonuniform_instability,0.08227872168983477,-0.07822371537208854,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.06799469086438521,1,nonuniform_instability,0.08940600906561091,-0.08290918029299969,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.07929165875686216,1,nonuniform_instability,0.09685297298080073,-0.08837175499525357,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.09246555971486617,1,nonuniform_instability,0.10459527186986467,-0.09474005736625751,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.1078282365059433,1,nonuniform_instability,0.1126014488098637,-0.10000000000000012,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.12574334296829354,1,nonuniform_instability,0.12083199692124207,-0.10000000000000006,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.14663495215346858,1,nonuniform_instability,0.1292383484291231,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.17099759466766967,1,nonuniform_instability,0.13776178251320487,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.1994079648317803,1,nonuniform_instability,0.14633223810689122,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.23253857175963288,1,nonuniform_instability,0.1548670009912552,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.27117365849266195,1,nonuniform_instability,0.16326920547488813,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.31622776601683794,1,nonuniform_instability,0.17142604204528347,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.3687673815954583,1,nonuniform_instability,0.17920648178424248,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.4300361838610006,1,nonuniform_instability,0.1864581966881424,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.5014844822490394,1,nonuniform_instability,0.1930031376105951,-0.10000000000000042,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.5848035476425731,1,nonuniform_instability,0.19863086735374677,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.6819656468761939,1,nonuniform_instability,0.20308811953456138,-0.10000000000000032,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.7952707287670507,1,nonuniform_instability,0.20606193790641802,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,0.9274008667895459,1,nonuniform_instability,0.2071516908427401,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,1.0814837471201986,1,nonuniform_instability,0.2058213127956703,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,1.2611667048943616,1,nonuniform_instability,0.20131539515743446,-0.1000000000000001,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,1.4707030612058973,1,nonuniform_instability,0.19250782037580405,-0.09999999999999985,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,1.7150528045549482,1,nonuniform_instability,0.177627434568832,-0.09999999999999974,-3.0
lam_N_x_d_A,lam_N,d_A,4.426372058857599,2.0,1,nonuniform_instability,0.15380884276320644,-0.09999999999999995,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.05,1,nonuniform_instability,0.0756421624818688,-0.0743269972769817,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.05830724263090528,1,nonuniform_instability,0.08246261198442761,-0.07836690228505758,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.06799469086438521,1,nonuniform_instability,0.08962672594560152,-0.0830773319662802,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.07929165875686216,1,nonuniform_instability,0.09711756493853482,-0.08856944293247512,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.09246555971486617,1,nonuniform_instability,0.10491218142585297,-0.09497276890878589,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.1078282365059433,1,nonuniform_instability,0.11298082472553114,-0.10000000000000012,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.12574334296829354,1,nonuniform_instability,0.12128608967288364,-0.1,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.14663495215346858,1,nonuniform_instability,0.1297820159183698,-0.1,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.17099759466766967,1,nonuniform_instability,0.13841314355175383,-0.0999999999999999,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.1994079648317803,1,nonuniform_instability,0.14711352633798055,-0.1,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.23253857175963288,1,nonuniform_instability,0.15580569503769046,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.27117365849266195,1,nonuniform_instability,0.1643995455657512,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.31622776601683794,1,nonuniform_instability,0.17279109670338008,-0.10000000000000031,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.3687673815954583,1,nonuniform_instability,0.1808610131339863,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.4300361838610006,1,nonuniform_instability,0.1884727081948795,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.5014844822490394,1,nonuniform_instability,0.19546971416961695,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.5848035476425731,1,nonuniform_instability,0.20167180114350935,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.6819656468761939,1,nonuniform_instability,0.20686898718591462,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.7952707287670507,1,nonuniform_instability,0.2108120116110606,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,0.9274008667895459,1,nonuniform_instability,0.21319684189685,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,1.0814837471201986,1,nonuniform_instability,0.21363896014814612,-0.10000000000000042,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,1.2611667048943616,1,nonuniform_instability,0.21162972374304595,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,1.4707030612058973,1,nonuniform_instability,0.2064604045692962,-0.10000000000000044,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,1.7150528045549482,1,nonuniform_instability,0.19708671459135674,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,5.2100073095869135,2.0,1,nonuniform_instability,0.1818857740210875,-0.09999999999999949,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.05,1,nonuniform_instability,0.07577168300463254,-0.07442999470836588,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.05830724263090528,1,nonuniform_instability,0.08261819740186713,-0.07848761857193429,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.06799469086438521,1,nonuniform_instability,0.08981330200404718,-0.08321892779549564,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.07929165875686216,1,nonuniform_instability,0.09734099400939418,-0.08873568275762861,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.09246555971486617,1,nonuniform_instability,0.10517945897694582,-0.09516815055834929,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.1078282365059433,1,nonuniform_instability,0.11330032351136564,-0.10000000000000014,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.12574334296829354,1,nonuniform_instability,0.12166786578329919,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.14663495215346858,1,nonuniform_instability,0.13023819577105258,-0.10000000000000023,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.17099759466766967,1,nonuniform_instability,0.1389584172609231,-0.09999999999999995,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.1994079648317803,1,nonuniform_instability,0.14776578362771448,-0.10000000000000012,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.23253857175963288,1,nonuniform_instability,0.15658685341180364,-0.09999999999999995,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.27117365849266195,1,nonuniform_instability,0.16533664303512596,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.31622776601683794,1,nonuniform_instability,0.17391775317760863,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.3687673815954583,1,nonuniform_instability,0.18221941439488398,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.4300361838610006,1,nonuniform_instability,0.19011634595282423,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.5014844822490394,1,nonuniform_instability,0.19746724059350368,-0.1000000000000001,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.5848035476425731,1,nonuniform_instability,0.20411256505340214,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.6819656468761939,1,nonuniform_instability,0.20987117008827177,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.7952707287670507,1,nonuniform_instability,0.21453489308737242,-0.09999999999999963,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,0.9274008667895459,1,nonuniform_instability,0.21785982197949783,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,1.0814837471201986,1,nonuniform_instability,0.21955200064529426,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,1.2611667048943616,1,nonuniform_instability,0.21924375905581694,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,1.4707030612058973,1,nonuniform_instability,0.21645386556438795,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,1.7150528045549482,1,nonuniform_instability,0.21051898773323616,-0.10000000000000032,-3.0
lam_N_x_d_A,lam_N,d_A,6.132375635173039,2.0,1,nonuniform_instability,0.2004731879892581,-0.09999999999999963,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.05,1,nonuniform_instability,0.07588140710618824,-0.07451700391138188,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.05830724263090528,1,nonuniform_instability,0.08274991724771574,-0.0785895077965401,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.06799469086438521,1,nonuniform_instability,0.0899711386808643,-0.08333832050425784,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.07929165875686216,1,nonuniform_instability,0.09752983876200037,-0.08887569279412724,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.09246555971486617,1,nonuniform_instability,0.10540512947798918,-0.09533248370045953,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.1078282365059433,1,nonuniform_instability,0.11356975683794819,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.12574334296829354,1,nonuniform_instability,0.12198935825002921,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.14663495215346858,1,nonuniform_instability,0.13062170239924356,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.17099759466766967,1,nonuniform_instability,0.13941592936242456,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.1994079648317803,1,nonuniform_instability,0.14831180927211557,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.23253857175963288,1,nonuniform_instability,0.15723903450178045,-0.10000000000000012,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.27117365849266195,1,nonuniform_instability,0.16611655660398925,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.31622776601683794,1,nonuniform_instability,0.17485196499043162,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.3687673815954583,1,nonuniform_instability,0.18334088297212395,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.4300361838610006,1,nonuniform_instability,0.19146632185019197,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.5014844822490394,1,nonuniform_instability,0.19909787892097966,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.5848035476425731,1,nonuniform_instability,0.20609058519947207,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.6819656468761939,1,nonuniform_instability,0.21228308777937568,-0.09999999999999985,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.7952707287670507,1,nonuniform_instability,0.21749467024248695,-0.09999999999999964,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,0.9274008667895459,1,nonuniform_instability,0.22152033284292127,-0.1000000000000002,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,1.0814837471201986,1,nonuniform_instability,0.22412269736092208,-0.09999999999999942,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,1.2611667048943616,1,nonuniform_instability,0.22501872574062642,-0.09999999999999974,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,1.4707030612058973,1,nonuniform_instability,0.22385786155765955,-0.09999999999999953,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,1.7150528045549482,1,nonuniform_instability,0.22018565490592715,-0.09999999999999964,-3.0
lam_N_x_d_A,lam_N,d_A,7.218038036465943,2.0,1,nonuniform_instability,0.21338213045074803,-0.09999999999999964,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.05,1,nonuniform_instability,0.07597440087456515,-0.07459056916551118,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.05830724263090528,0,no_positive_fixed_point,,,
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.06799469086438521,1,nonuniform_instability,0.09010474938026965,-0.083439105795719,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.07929165875686216,1,nonuniform_instability,0.09768957754422782,-0.08899376624520267,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.09246555971486617,1,nonuniform_instability,0.10559584979219963,-0.09547091210053749,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.1078282365059433,1,nonuniform_instability,0.11379722769873311,-0.09999999999999995,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.12574334296829354,1,nonuniform_instability,0.12226045348982259,-0.10000000000000012,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.14663495215346858,1,nonuniform_instability,0.13094463529840195,-0.09999999999999998,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.17099759466766967,1,nonuniform_instability,0.13980054560555788,-0.09999999999999976,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.1994079648317803,1,nonuniform_instability,0.1487699542968136,-0.10000000000000031,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.23253857175963288,1,nonuniform_instability,0.15778502039749928,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.27117365849266195,1,nonuniform_instability,0.16676775874940472,-0.09999999999999987,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.31622776601683794,1,nonuniform_instability,0.1756295961590139,-0.10000000000000009,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.3687673815954583,1,nonuniform_instability,0.18427100590223203,-0.1000000000000001,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.4300361838610006,1,nonuniform_instability,0.1925811944490771,-0.10000000000000003,-3.0
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.5014844822490394,0,no_positive_fixed_point,,,
lam_N_x_d_A,lam_N,d_A,8.495903740312706,0.5848035476425731,0,no_positive_fixed_point,,,
