sample_id,lam_D,lam_N,lam_ASC,Kd,n_d,n_ASC,d_D,d_N,d_A,d_ASC,f_D,f_N,k_cis,n_branches,classification,nonuniform_max_re_lambda,uniform_re_lambda,dominant_lambda_graph,D_star,N_star,A_star,ASC_star
689,18.4608571469478,0.1831140403710089,2.679943350271522,1.498723680825129,5.280458796469379,3.8439328489922016,0.03308625652603751,0.011197513099235248,0.8543867405713942,0.2792294002322966,0.10029420281310747,0.29189435802865754,2.7725958150141645,1,stable_homogeneous,-0.03308941354773276,-0.03308625437132673,5.863703305156273,553.8026704117632,7.30879387562462e-05,0.08297040514880012,9.597498705159033
690,30.042387703952542,0.11133654064341994,7.8658030926284175,0.2055955077609772,1.9143934892253156,3.372980031060731,0.9318318740256301,0.4380315483544645,0.5453080896649415,0.7121353863733034,0.2597488190595963,0.8888405438473415,0.03999522375949932,1,stable_homogeneous,-0.5449771911019418,-0.545289073376072,-3.0,32.14866956682963,0.0006429169237928164,0.202139426513228,5.680544460357318
691,8.429600290689045,6.73693723524036,1.2414134667280614,0.14673859638316944,3.994636247342592,1.3067765150783477,0.10376143983042801,0.294185670573137,8.673833641158096,0.03724976353104007,0.010188878963817368,1.043580275517612,3.1189091445432604,1,stable_homogeneous,-0.03724970089597841,-0.03724976362272064,-3.0,59.24086681895561,0.01211686621078515,0.5181765332901404,5.375041766149772
692,0.7543187904375678,6.05500625993006,5.80496257243901,0.16229130381180887,4.384692906188739,5.338149188966648,0.0655178384513334,0.44330517332835395,6.9684243635458785,0.0692255103641302,0.1752079418060376,0.1148170811398706,0.16702538555182625,1,stable_homogeneous,-0.06922551036412472,-0.0692255103641416,-3.0,0.049445814578365894,12.468424252607662,0.06094867506805382,83.40839461664903
693,2.2307124330145256,2.732919454889953,0.15470973468086235,0.9497183319474226,5.543421382298086,5.152932555430113,0.9586225207661617,0.9538850250451126,1.2660635819999437,0.015928868230262898,0.10215635617184651,0.7308588237328849,0.22270930808777617,1,nonuniform_instability,0.031138366170133873,-0.12906830068293557,-3.0,0.5418312194054399,0.7920200217446597,1.4863784958308004,0.8784886891181101
694,9.659878100198538,0.1492001212065035,4.217455565656464,0.78911364895193,4.828394209220004,3.209858369643946,0.5658224266594466,0.33734786809729395,0.16652699358575732,0.6554475000067834,0.01237879471242537,2.515873323930637,0.16146987879172428,1,stable_homogeneous,-0.16638714361617682,-0.1665326778286485,-3.0,17.017310468738607,0.0005739227406181727,0.8853188977670312,2.6299033880300886
695,5.2806978818014745,1.840211427823252,1.3293868825174178,1.0250068343598775,4.591349587079872,3.692719249193684,0.2323533330515656,0.03741527676929124,1.6229582029569254,0.015340008808341736,0.009779867750430658,5.17442238255056,0.04618940349522698,1,stable_homogeneous,-0.01534000877637688,-0.01534000880878787,-3.0,22.70030336263507,0.0026070794919778872,1.1321180803710211,35.46709837361866
696,24.372399352621592,0.5912663159849114,5.95161497377736,0.053407441551178124,4.051253521525169,2.6268590676915125,0.27481938280359947,0.629374953166741,0.10587641602140527,0.4216584156333781,0.06308356571398908,0.9474877748034817,0.28084118787064577,1,nonuniform_instability,0.17831808998539517,-0.06613999437659297,-3.0,0.021045216648994433,0.7832111350156614,0.8850297872649867,0.00883741782596833
697,1.9737026963660573,0.6474781753385986,0.1327133248907168,0.11515735724131848,3.0998364467607704,5.089096330093211,0.1999968017884405,0.04125486898916498,0.5725298756714013,0.011207574062469887,0.10381188465664454,2.047336168009704,1.4496259598037058,0,no_positive_fixed_point,,,,,,,
698,6.271642590948285,1.552569517867694,1.1007890034409331,0.11533851181521067,3.918600428802247,3.3341617005653776,0.04462706424354421,0.17528128223651396,0.4314134861429429,0.40783326696873556,0.022727135821729336,0.5801502078024823,0.1318762032851347,1,nonuniform_instability,0.5173249107561364,-0.032068889938871026,-3.0,0.0075663630137681485,7.662587690095921,0.4678004299928124,0.025101843806827416
699,13.182669099595861,1.304377266330318,3.0515564599084377,2.4961539139401143,1.0335475075024896,4.441014209757817,0.014254151675449047,0.06004783131664328,0.3806795342383563,0.01311974378504072,0.005319166450872103,1.4349657299331993,0.13669740465970184,0,no_positive_fixed_point,,,,,,,
700,5.232143315260307,0.5343370312621389,0.13100891279335009,1.3862235434625383,1.6049012915129142,1.6623155991208491,0.642986106583234,0.2594792468601717,8.102318442800499,0.029953994510218813,0.016630714882514056,1.7186689934812012,0.06564675219674211,1,stable_homogeneous,-0.029953203517630415,-0.029954220685793478,-3.0,7.003146472089617,0.0073261326316289566,0.06529834450117648,4.346608087245917
701,0.7776517550986005,0.42921962200606184,1.5197380084975376,0.2128382028872684,2.78958495485864,1.3938041167590849,0.016623140869837023,0.14823025187690825,0.10209132595882237,0.02110069890653022,0.008861244900429882,0.8136631119078976,0.38749221060297656,1,stable_homogeneous,-0.01663969382766055,-0.01662516280790608,5.863703305156273,44.27722188561017,0.0018384692421317577,3.892635738113439,1.232325101371411
702,7.272033067978768,0.9609885790381578,6.564587419096193,0.15943426263421254,4.788571481851022,1.2425402719903804,0.2516504053726851,0.018556578871355183,0.7977290544787506,0.011162383071160478,0.0337043306039656,0.1834319534666077,0.14570662808714624,1,stable_homogeneous,-0.011162383071148932,-0.011162383071160492,-3.0,27.831843240852617,0.02768993665192927,1.063248462405857,50.846317164265855
703,0.5310587695943746,4.758118448179462,0.7210490361959002,0.09411087733338427,1.9085509190383447,1.3816001513789335,0.02131897869158806,0.24567476457711762,4.727640151834804,0.1285082656865202,0.0647462835503811,0.8808981796581609,0.5450717997471475,1,stable_homogeneous,-0.12481341016936874,-0.1500015676070813,-3.0,0.07978435762544381,6.693520990165506,0.5970420678768005,0.40542793168943375
704,0.7414308962381141,6.687489252789385,4.032701895579129,0.3866177048086582,1.612399551935653,1.4337580230751341,0.24342654726669238,0.1489126437397663,1.0836932873115137,0.010744492240992097,0.020700120329975563,0.22711763234170565,1.719469352895454,1,stable_homogeneous,-0.010743907522569263,-0.010745463190375285,-3.0,0.010942827985563822,36.6156165709146,0.5038388398920596,152.45878617185278
705,9.797890052410049,2.8317540417966507,3.1940189447020764,0.2648849906631367,4.780328291753623,3.066850496788435,0.12934974093513021,0.3145623952924175,1.055254754804249,0.6967301519079148,0.007669905083181708,0.5146554111847457,0.14229739966157628,1,nonuniform_instability,0.7857256356950318,0.12890430939415476,-3.0,0.05591943293267039,5.7184623040951,0.9357341884167242,0.09362368422008169
706,16.116390356979252,1.1728074322172082,7.661563391645697,0.11176595245387773,2.8566614050545605,2.9966716773676074,0.4922421953209446,0.08833657925742686,0.3717997890557785,0.3967930372186075,0.021576777019942303,0.11084331791366617,0.6217191076920954,1,nonuniform_instability,0.40985358543230455,-0.08903302384271618,-3.0,0.09472816567752013,5.578666209357505,0.9452814448190892,0.032089456311351135
707,24.67148886986949,0.6059681093271665,0.1028305104345832,0.6737725440410678,2.561340109687328,5.944660960874243,0.9564751991790766,0.29838301547976587,7.35073923493154,0.25308066347058034,0.01533149612547935,0.08441154250314169,0.8763884888980759,1,stable_homogeneous,-0.2530806327161744,-0.25308066369117177,-3.0,5.118358460933793,0.08215018930584332,0.028970856635331048,0.40631515759039427
708,2.713932117667216,0.39108072719990605,3.81130717623701,0.9701281829098848,4.492181281512297,1.6880982720602735,0.022772425469835888,0.021680894384662055,1.0970425579536967,0.7232299895306484,0.03899213373415515,1.342107352605183,0.4903485775560059,1,stable_homogeneous,-0.022780452151752284,-0.02277242513491353,5.863703305156273,117.60129270348376,0.00038925563784862724,0.33601760921162216,4.515761389914213
709,2.1683639072083056,5.8506761006706025,3.354321568046561,0.06841161022193436,1.1315989589744064,4.047024143254477,0.013135314243183175,0.013131053392917938,0.9609091840515183,0.2699515712313259,0.121259629983917,1.1353006729227764,2.2923749137164298,0,no_positive_fixed_point,,,,,,,
710,0.5702547696413456,1.3178048725163582,0.16634236303419686,0.08461829936484654,3.819371393364744,1.209815642145599,0.01770289674905798,0.0689417130286768,0.16196085741380378,0.027356771404088116,0.2350438734044882,1.0560917002727848,2.0939782003113536,1,nonuniform_instability,0.0010807556294988863,-0.06899483037165742,-3.0,0.007645430773527853,9.878839083515441,2.9549537256667264,0.08151294541949855
711,16.97627979964849,0.4180215624601165,1.1731390181500236,0.07104857367258574,2.6224374655243654,3.1461479074961574,0.014237187141167047,0.8013586949825113,1.315049478509607,0.06030835904538631,0.016213919287697786,0.0655787271410731,0.04397431349904201,1,stable_homogeneous,-0.013461945252263121,-0.014246858685469377,-3.0,1136.7081155187263,0.0008393155393207168,0.2854607249604312,0.24171114523647297
712,1.788107978812802,0.6210071643841552,2.5892287259448987,0.6781318349198563,5.2442847048336425,3.2219701396353213,0.19641479594713088,0.026057401088628633,0.22779877728039571,0.04806128764269102,0.007728663107774088,0.920549986209198,0.10155484522434273,1,stable_homogeneous,-0.031134031678474033,-0.04728219742868685,-3.0,3.7937336047595336,0.029066214237238097,2.6736375950599567,0.6405716631780984
713,4.13139681449497,1.3779538491320344,6.051218832823288,0.05878241444960767,1.773154334987281,1.8342637549410137,0.16976592492387954,0.34772543792496846,0.34670288945453054,0.018509142988084815,0.005463229300768441,0.06001637127175522,1.3311688120392235,1,stable_homogeneous,-0.018380034193585852,-0.018510496664646117,-3.0,17.832803708028933,0.0451673250848615,0.8365800876352405,2.4874615228599977
714,0.7572710103670032,1.4166228204290663,1.4864795881426274,1.5389946493799413,3.100532644082067,3.3714515807792527,0.6724712099020068,0.04046286994618788,2.7161534574126045,0.6817771190223961,0.28338422149920217,0.19795649299572068,1.6485480432017827,1,stable_homogeneous,-0.041050076002079675,-0.040626782565631785,5.863703305156273,0.007189014693130046,23.27943260458476,0.07318270545962298,2.180225750106799
715,1.0203335246425866,2.7384789168202057,1.1185179698321717,2.0382480433975623,3.5661968245605244,4.747313535714518,0.3051385774921264,0.03135231999590872,7.072350734925249,0.12375804301322456,0.38531723544712765,0.8576959971166281,0.8369306247479895,1,stable_homogeneous,-0.03423582442296005,-0.03159773858954058,5.863703305156273,0.012336687325635774,26.04007068724486,0.23375535020543725,9.037631732349963
716,1.5104591367264524,0.16026655445187213,1.345882536660659,0.5899047061363676,1.4660628775610012,3.0410601536472432,0.23622762283847976,0.0492525520664329,2.687225652981549,0.38944902118406877,0.018526318715444242,0.1002775414465534,0.8984785997851887,1,stable_homogeneous,-0.23600618139417942,-0.2357755348561344,5.863703305156273,5.494690096074985,0.019327670644213566,0.02377790078339585,3.455664834657092
717,5.859329627633976,0.3213609533009117,3.042807084320004,0.19380955487899548,3.7397810508903064,5.18416655480167,0.2528377695630309,0.4220360149213001,6.754017517995782,0.21407199714964256,0.06735884037075358,4.981470881971286,0.269757850728403,1,stable_homogeneous,-0.21407199712352898,-0.21407199715022085,-3.0,23.14587872103683,0.0004600934030629496,0.047126625498005885,14.204636095269146
718,2.5570227377351733,0.16071738345101744,0.9511504606713919,0.16573482712965848,1.3505317256290248,3.858905648979346,0.09793448165409216,0.10221977909661366,0.12460422095782968,0.01412248192134426,0.018492758884015907,0.07698880436799382,0.42388091197034855,1,nonuniform_instability,0.001421361802216355,-0.014298876994862481,-3.0,17.259137748980763,0.010442567014853587,0.6681476376265152,0.30898213046887985
719,0.9418056843417429,0.4406802366573505,0.3589068855015333,0.11216094895213491,4.88815945781486,3.9638338805396955,0.11215562166182069,0.04214968856329966,8.496264906226324,0.6549741346000848,0.2714670539106199,0.5428192856383333,0.33165852360197745,1,stable_homogeneous,-0.11354055515520022,-0.11203530064801973,5.863703305156273,6.250602784856863,0.019609405156887617,0.04698560198941134,0.5310927628570835
720,5.419883169532661,0.11350233446730286,0.1835505256667323,0.07934254252437682,4.819012357781545,5.053130725290803,0.7610143571150216,0.32258885308375995,0.4815325805202169,0.23392829172161486,0.10675801002246965,0.07282291385258022,0.6545989063494045,1,stable_homogeneous,-0.2101544660225457,-0.23429110661747554,-3.0,6.931523390599491,0.014388148815968576,0.09049555336559338,0.2665458243642378
721,25.101621483638574,0.25112830125382585,2.2401907198612165,2.029647073498597,5.492585101962781,3.0077943994063268,0.2312819388859745,0.6756101417033169,0.42248700180858045,0.13169696117507987,0.02880386378303283,0.31469693203703325,0.8152029394329121,1,stable_homogeneous,-0.1316967167379387,-0.1316969621873092,-3.0,108.13567393121954,0.000857070015897786,0.4142053465262366,16.8685860276324
722,6.002757119163506,8.392546257791793,0.38872913820387917,0.07058739546677009,1.0925579456740688,5.071392659362135,0.026445164572656388,0.9296420398012315,7.719561418103244,0.2459106671590582,0.055630300477846104,1.1168543128432284,0.4393080703413533,0,no_positive_fixed_point,,,,,,,
723,31.096533704774952,1.4533131115722313,0.28182302476398086,0.03132665747245271,1.6554097242962384,2.2408608875191187,0.28257733059938367,0.2313537664547281,0.20282043913513562,0.43114105631542343,0.0065693347855344,2.3072268000229954,0.05624583532540387,1,nonuniform_instability,0.05275996992716213,-0.14418510536997992,-3.0,0.004216897101390781,5.011995243983143,1.4425586302084068,0.0001225271529032486
724,1.052354968042077,6.3694810340523995,0.6526327588879604,1.5199934468278404,5.28223527339465,3.2863522924368302,0.017219680692571727,0.31186712704019665,9.081972883326337,0.36804123256273213,0.009900177829291285,0.8063480488978004,0.1810644384451891,1,stable_homogeneous,-0.01771476572197877,-0.01730883753771755,5.863703305156273,19.8172900027781,0.06383660907969094,0.6739189422906633,1.6587286962716792
725,40.699110474905076,0.646491385061329,0.10064256126698541,1.5512701897315284,1.839815685566467,3.8509676782276183,0.035064497191560746,0.19782804322764344,2.8208674428398477,0.0842043665806713,0.2544400739971768,0.20400434365418196,0.20103512966761136,1,stable_homogeneous,-0.035137591809281436,-0.0350650281748846,5.863703305156273,421.2303731354315,0.0010766299264008117,0.19678596131818504,1.1947969626592485
726,11.419944988225744,0.19225588303275595,0.4944843019980171,0.28591417473268954,3.8660005926618477,4.055161446355853,0.013594197764809536,0.04094501087868729,0.11221789908759401,0.2942237178506985,0.06912145531502892,1.1215808454325478,2.482788043913911,0,no_positive_fixed_point,,,,,,,
727,1.0004089223415054,0.8687397524268721,0.8049624736661389,0.04907507223842117,3.9397411046539856,3.988367251756137,0.028769537944965333,0.9462085021540609,0.9595138236299044,0.0269364901275427,0.05851651127961804,0.5542721311952244,1.0608657234480112,1,nonuniform_instability,0.10305386074873413,-0.1677165189261543,-3.0,0.14715884147647174,0.5457866063715252,0.2783763211939907,0.029423197972281063
728,8.026781353066578,8.156303518718616,0.582278922606104,0.29030362800976206,5.197347182135744,1.3249240457917497,0.052864641921875476,0.14497322247885364,1.085619172388274,0.37135143144053956,0.0750353058132628,0.5399864586682057,2.1819559000285973,1,nonuniform_instability,0.36628025532897424,-0.1449689324411419,-3.0,0.010019250675982834,40.92550503030332,1.2237308395000324,0.20291035738222915
729,3.7860289312343394,2.2991496677622165,7.830695574535752,0.06099219844072312,2.4838962161483833,4.829225653091629,0.8547398934141196,0.4781805358692919,0.3105428822776302,0.42689600940794914,0.09630098446433721,0.1038299681193696,1.3903884737715102,1,nonuniform_instability,0.5010601883417277,-0.28790607135875534,-3.0,0.02863594612623246,4.290777256753858,0.24649033676426518,0.02157337728646838
730,4.548741360470312,4.588803926429914,3.780823755594654,0.13689590679122532,2.0277067280520624,3.6297654316232064,0.019050139464106563,0.1884100470170813,1.3677886407052056,0.01424546843457484,0.054371625190138155,0.8682452295820625,0.038931837228979416,1,nonuniform_instability,0.0135792287412604,-0.15124914608407877,-3.0,0.03832667918285109,11.779335226786191,1.7194780510660217,0.027210125994356387
731,2.1959739296675465,0.30565681928282235,1.8538994150344494,0.3132004709703948,3.3368545935726073,1.7311794514962022,0.03222480114449875,0.03944351287853642,3.243851119136822,0.09732460702697326,0.09232365734230324,1.7095107059915433,0.049831579859004396,0,no_positive_fixed_point,,,,,,,
732,5.402846056985363,9.883034927920265,0.14944101678181904,1.1976215857082844,2.830666972594031,3.751399945706061,0.1230789670377734,0.051176819789676996,0.18387663501443674,0.049180469639731224,0.3821264860351297,2.7453813231928477,1.2227682227367185,0,no_positive_fixed_point,,,,,,,
733,13.40550229832535,0.12604856483658936,0.4448841137157549,0.10463457916516865,3.9425967634479866,3.409910182530833,0.018204718099372262,0.3484786641746589,0.15090162215063993,0.18937567351112047,0.07621973524881498,0.10762145491225504,0.2634674440905859,1,nonuniform_instability,0.12021384682627236,-0.031492213532122774,-3.0,0.688403155312262,0.12936387919535475,0.3810764259000808,0.028284842696501444
734,0.9490085342056985,5.010766735811977,2.4576373134927225,0.6335768809656472,4.101150270592002,3.5137651243691623,0.777753752580776,0.2803677406156864,2.086658920396872,0.06217441273648085,0.04056641631809406,0.8244793771371252,1.5653158842387056,1,stable_homogeneous,-0.06203471316922443,-0.0625030311620933,-3.0,0.07620983408545737,6.451679527359853,1.1656371595373534,4.153147166898969
735,3.1114624127316084,4.301799527802509,0.13134968338372321,0.23419679570715082,4.957014515944584,3.178688786292372,0.4025003859515056,0.12222774875644644,7.728430194907778,0.5231775078395603,0.012915116402823763,1.9496651840423262,0.061874788237413006,1,nonuniform_instability,0.9989051238428316,-0.12308933988010343,-3.0,0.010507775315688757,17.501376843607634,0.27835754158604686,0.09190678018444888
736,36.09087608555523,0.4055878845947156,6.393943371409765,0.19945718006859114,3.8021548168250856,5.6213063875881435,0.020700600121534473,0.11757018227333921,0.9120634904782494,0.19089686831760516,0.43152624735939743,2.639246143454949,1.6933249964835635,0,no_positive_fixed_point,,,,,,,
737,3.769816413618071,5.064195733161684,0.20212833606471348,1.0391509245850388,2.9319413154667866,1.1173098900275116,0.040848118497397994,0.13785640396482343,2.885348560581931,0.01975439920114066,0.05349223232451229,0.819510361390416,2.2942310936256463,1,stable_homogeneous,-0.01949798028996023,-0.019754955665291438,-3.0,46.26446676076077,0.015172961255194501,1.1962592914607577,4.7144541488420995
738,10.631478385617294,0.1295785048681926,0.15401297817480425,0.0582072725113215,1.9314875765271207,5.500419857214161,0.05080862288960552,0.11583709837650401,3.483237702181986,0.22102984547824675,0.016806996612255425,2.3963478758128907,0.08891363296806219,1,stable_homogeneous,-0.050808843813700655,-0.05080863427784266,5.863703305156273,207.21458503014063,4.3223243621614096e-05,0.03697053008466277,0.6437721880694287
739,3.7082980106195595,2.5843905552220345,3.1882955965851094,0.5664077122110488,3.2382337190803785,4.455688211667618,0.32677786330080394,0.0147720222670314,0.3209801171007093,0.015428472620533344,0.04140253857150696,1.098192217378454,3.09056359004009,1,nonuniform_instability,0.06610458166075658,-0.01477205906338032,-3.0,0.0012457515604949998,96.32270178505085,2.4632674978055165,0.2952444222212104
740,1.3148121377051227,2.3147020455471585,2.6890211942972653,0.7782855861914656,3.334614696840153,1.524009932827418,0.049254334736180634,0.022880550844121494,0.7024804974685437,0.5605564634168679,0.43303144921623316,0.10190089370094743,2.170326072774213,1,stable_homogeneous,-0.023075361121221116,-0.022881467749659525,5.863703305156273,0.004051851729817512,67.77703848091566,0.23901827335450357,4.116107465724884
741,4.080317687025542,0.34409845015967555,6.8438069422806596,0.037492240104057745,5.767560376074169,2.411880783002784,0.0214266611184356,0.4471927214564673,0.3974133940342116,0.02667412928965558,0.017223602897316705,0.6973815064623334,2.4990873294294156,1,stable_homogeneous,-0.02143788374177642,-0.0214269131629063,5.863703305156273,184.1805460718316,0.00027943789093909756,0.54188637040288,0.4081448872309835
742,4.453879426637661,3.918971037828621,4.514853356858653,0.5166008001824822,1.6359832859895476,5.339094613946089,0.24598568874112892,0.04737781444632519,0.8063032023719465,0.027507350870790426,0.010231693438547998,0.2226073709854362,0.9962779021508296,1,nonuniform_instability,0.06943453635307044,-0.0473251166260359,-3.0,0.033049520695207196,31.49115493708339,1.724035326146931,0.2630653966716781
743,2.8413015641474884,2.291765657367007,1.0306815072457745,0.5673998352567946,4.435414474437373,5.786849656342628,0.25752579012307614,0.3299503414139113,0.18087150714852337,0.31650116366133546,0.007534660371229565,0.16358742886609473,2.908520879788342,1,nonuniform_instability,0.5548996045211724,-0.21318254425350214,-3.0,0.02839183643189203,5.203876294483052,0.8017730752481713,0.3878855306928039
744,1.2402326570248818,6.2597181053227064,0.5506325821606753,0.16862429205967913,1.1261040444149877,4.885858497284698,0.7046055902769062,0.5231107692814045,1.726072659062339,0.06168350191198889,0.24782199883357736,1.4435897906717599,0.7371711352297674,1,nonuniform_instability,0.057556864822954315,-0.43194696135236355,-3.0,0.009743028313442521,10.183658095734053,0.4978904011366838,0.04478282548399632
745,10.48682585955899,1.1373406163179132,0.2033112832945401,0.7710439756260334,1.474880575740002,5.202612372688519,0.7870965006877914,0.09715155086490734,0.15576436230297538,0.3350789690391398,0.13312153524815068,0.5363642893066127,0.04209798557134554,1,nonuniform_instability,0.1830203433629943,-0.09721811292037547,-3.0,0.007312029114547215,9.400220818217475,1.4201001446595685,0.02428480964705176
746,1.3915744680516928,0.5701098268759531,1.6691922982182477,0.04162372953699547,1.1645899516074503,5.143811036066803,0.032773765167419394,0.134680438740421,0.11267119141641536,0.17578825820242674,0.019813771594623376,0.5491561348098699,0.043856050013106634,1,nonuniform_instability,0.0827934341542192,-0.06251344200848898,-3.0,0.0030821542722162124,3.932575348622274,0.35445869045259626,0.0001558151295696566
747,1.2005729400251386,1.3078758971908508,4.176022213867574,0.3019236419316346,5.600271850201174,3.056522142490588,0.05278412289185422,0.12176633052558711,0.5415732151992471,0.10475004052188047,0.020371025823626435,0.06807098131040248,0.15642313886918532,1,nonuniform_instability,0.13348012701559367,-0.12339440698941004,-3.0,1.222604845645372,1.6099837288186132,1.4844435407170193,0.3042199171988131
748,1.6387679626377278,0.36602459833371254,1.5248513064086948,0.5959123842424854,5.92796957793663,1.0644194969800602,0.022059741120933465,0.07565303592581908,0.6204582527781954,0.787032238107141,0.11444936781700125,1.523977014357289,0.1896959062318604,1,stable_homogeneous,-0.02207811727747152,-0.02206008318265933,5.863703305156273,69.12738473642275,0.0005672336606668335,0.5778687697253125,0.9845857162891687
749,33.61295913518622,0.6014666017486225,1.027280646441282,0.35763833133762263,2.315009957933044,1.2109571501352514,0.6345345814536875,0.06047374656284242,9.72193905105944,0.09092029343626272,0.03057715417025964,1.0167264133992027,0.22251215163416987,1,stable_homogeneous,-0.09091958865688145,-0.0909202922177653,-3.0,52.88879801772273,0.0017982703925339338,0.059678947258014495,10.139039787161556
750,3.213473263795516,1.4011323045314996,0.3288598271804939,0.13622476135692616,3.131336948464903,4.867130268953712,0.3148507333323386,0.2623166589299338,8.204168679694693,0.3090533934503687,0.009852565838371961,4.241827161865126,0.25939160478355655,1,stable_homogeneous,-0.2718903709110214,-0.30651817499699885,-3.0,9.150771815469353,0.005948800466944147,0.1688716575393002,0.2767342283830594
751,8.73732215151937,6.91612878460703,0.34248156621705805,0.5381764273536188,4.021923916621498,3.8339536541948425,0.2761705892145939,0.3100054664127664,6.6079826268415305,0.010150679349026925,0.04106713129423601,0.0708945631384324,1.5803176757498902,1,stable_homogeneous,-0.010150678734436177,-0.01015067936656712,-3.0,9.205630030503334,0.36839651271611107,0.2183053182226532,32.71099555647725
752,0.9122533307997863,0.42558725440061096,0.14402662211878345,0.051230731512960266,4.712811816963091,1.7394032075227233,0.03354690572672441,0.3329212709161709,0.6292416674149275,0.014681974314448475,0.02801334022586038,0.2685512152507372,2.637830346132704,1,stable_homogeneous,-0.014679694202567586,-0.014681988632858262,-3.0,18.85031423904726,0.005291366449131457,0.2554155492518968,0.5652898109144323
753,1.9305207022900868,0.41049779840756273,0.13528551756650956,0.09949388481697169,3.844489290736931,1.2388757508647457,0.6117363278861541,0.7442428876115077,8.70550062221977,0.0577153823324662,0.020348813475149035,2.157588553753241,0.18340806581138838,1,stable_homogeneous,-0.05771533781773701,-0.05771540780716608,-3.0,3.1404096009808713,0.009779697061705174,0.045670716765952614,1.697179644118291
754,0.7770630765313667,0.8412617045972334,1.3014651026623651,0.27558595504197986,3.6456511904406392,5.725384574507098,0.14004674541560208,0.23384049967650217,1.0619420554517585,0.06311841472366986,0.025205819833812326,0.5384662745746486,3.0135299053999445,1,stable_homogeneous,-0.06227811856243511,-0.06315132344818528,-3.0,2.5447501233413514,0.052174200579077935,0.40393351175852815,2.077059135164688
755,45.10237205334034,1.855408017046258,1.0628754943458159,1.0642345440482033,2.9513534861944977,2.0659475201431636,0.022808169156638573,0.017467575327071896,0.8637516532720483,0.02925020990667267,0.3518141718946866,0.18256678448896432,1.6601770575512629,0,no_positive_fixed_point,,,,,,,
756,12.461967035702388,1.3705675350057063,0.3592762749815404,0.2629071036202438,5.026683972405855,5.470534040372603,0.29951077400795123,0.062056664950786815,1.1962749119501648,0.08368512167568942,0.4157220666597729,0.14990051014088177,0.37674787349646327,1,nonuniform_instability,0.5442441620860133,-0.062064495062337945,-3.0,0.06559576263868701,9.402469719004339,0.4637042703845325,0.18431935787499243
757,2.529214965414662,4.744835644541332,0.11086858572226348,0.11293890548016143,5.488336515724639,5.899631557103031,0.028840960877928846,0.09807249242199895,0.42815937099984525,0.1594151666787173,0.014852345917121465,0.2087631112881457,0.32786275033282436,1,nonuniform_instability,0.7058057511483637,-0.09807242371835882,-3.0,0.0012617388346269649,47.416778419155385,0.17502539704157685,0.04878059750144311
758,12.547898402600731,0.10799994996831334,0.11786022177187336,0.6271143781409775,5.23723289548201,2.9379838434209202,0.01075655285812084,0.07651345593092873,9.091703101954671,0.01978705201903701,0.014053051226882439,0.061941485142956075,0.5502065734681411,1,stable_homogeneous,-0.010757335517257384,-0.0107565568008929,5.863703305156273,1159.6160022206927,0.00010102187554668265,0.004788695766517363,5.956428004323675
759,0.8864746471695628,0.35308521948467625,0.31226625557866644,0.754596494593145,5.508138552484609,3.4722493193001323,0.3656357169421859,0.012796737494508555,3.1437803924383187,0.33473775936559846,0.14534438411443484,0.4030428203218749,0.03816267037030488,1,stable_homogeneous,-0.3316888763042206,-0.3311993266495299,5.863703305156273,1.4898036680658504,0.09614616475395649,0.11018215007035086,0.9316992323421771
760,0.7159160117590083,7.685460277887536,0.4344115107400383,0.39685932841070815,5.024433576586301,1.9902042393951533,0.8852247354292079,0.055788072757711624,4.101329297318911,0.6126106693296848,0.01961092283444649,0.9646319706595329,0.17471621541023058,1,nonuniform_instability,0.6769468744687676,-0.05587199199335355,-3.0,0.003473099465388136,100.46818709632723,0.49241814576991455,0.2795860607148679
761,28.89082526180675,5.582541381501409,6.059699992235477,1.2895942574234438,4.333837135520172,5.992188164733985,0.027206734761789763,0.015237454575780162,0.7343496867892098,0.2210673325101702,0.2893350042493517,2.353796975472577,0.05330944961863422,0,no_positive_fixed_point,,,,,,,
762,0.76151184565848,1.0811856354691376,1.0250673448173644,1.4552965017179182,1.0729686700959455,4.656575883979599,0.9938423552097903,0.034196145058672855,1.9533414470100463,0.013268349106989904,0.128387620577496,0.06961602283047044,0.06481285943525839,1,stable_homogeneous,-0.01326832796158197,-0.013268403055418288,-3.0,0.0431370059375377,19.65429764239467,0.18129666716305343,77.25184564041055
763,33.31254849238538,4.528438403433464,2.6774999411112494,0.2201206628956572,5.5256064263437805,1.6653108304644055,0.04889024227385361,0.03713175849489712,1.8320386894748395,0.05365022733226009,0.022080372906385242,0.21206268499178565,0.3404239423564466,0,no_positive_fixed_point,,,,,,,
764,13.611902746717766,2.0978608892080457,0.30831721137352686,1.1093771502044627,4.85809276521722,1.98854691264062,0.08688385541658818,0.16071864708855865,1.1405538541716826,0.08130145743763437,0.007155523277527858,0.12793243474835203,0.5168634189565295,1,stable_homogeneous,-0.047865831841006665,-0.08151949335250809,-3.0,135.84284298877841,0.012012133767701416,1.0981787638034088,1.9152624307992148
765,3.6275564749183724,1.084286463493094,0.5174336022501537,0.055390506048452574,4.011039451256044,5.704721456633171,0.6567786351243803,0.015436357402437506,9.303088602857306,0.568268759189734,0.011429431950890025,0.15987535875663111,0.9059576559885688,1,stable_homogeneous,-0.5542269297644481,-0.565243060565452,-3.0,4.659068716635369,0.1245507862626677,0.05983443777545016,0.35664276415978197
