sample_id,lam_D,lam_N,lam_ASC,Kd,n_d,n_ASC,d_D,d_N,d_A,d_ASC,f_D,f_N,k_cis,n_branches,classification,nonuniform_max_re_lambda,uniform_re_lambda,dominant_lambda_graph,D_star,N_star,A_star,ASC_star
11,0.7985621197488777,0.2502398807140151,0.1650260819409721,0.21206161246658134,5.017317392978415,3.7821546701981186,0.4623896822238684,0.41236426703794277,0.527752312969661,0.20496602032860187,0.09462308107875417,0.27731887094436986,0.25677302461103296,1,nonuniform_instability,0.14955100988724396,-0.24416013683503146,-3.0,0.5017699621186602,0.18184624647734182,0.28767990639820845,0.1931202189976097
12,0.7854832587154692,0.10420608842980804,0.7186651907688635,0.07753110235210384,3.1924876248454668,3.3637342564936823,0.1537747380439131,0.2382678745219415,5.0673785326826355,0.040345012031045215,0.017509918988900915,0.0703182511053166,0.06559246954641954,1,stable_homogeneous,-0.04034501201134051,-0.04034501203814335,-3.0,4.892342431582283,0.039723366667892265,0.016180757908975715,17.721877488455178
13,4.135252945584202,1.9406743919474823,1.2682658710293038,0.18486690414036464,2.4367790940428344,4.408689417029957,0.05332755871928326,0.35013023609281085,1.1314833970923155,0.42366293787633613,0.02078824062421429,0.1768785624699593,1.5887713133747952,1,nonuniform_instability,0.787385307164062,-0.34963810345463064,-3.0,0.1818371410078316,2.332523332134799,0.39782022234650266,0.09869526147023898
14,5.6474691930290914,0.5308359357243642,3.1682468310848346,0.5459090896376306,2.4606206434179128,4.465173971668717,0.02544923527296333,0.3712212970142664,0.45454925434606414,0.0358042730185004,0.04171820474545883,2.83870864550272,0.07320265121121311,0,no_positive_fixed_point,,,,,,,
15,31.35626854762084,0.4696449239348666,0.14889060685028346,2.3792489420275023,2.7260636949105947,5.8520129308434985,0.02367278898528269,0.95919270821338,0.40399992143014635,0.9979589318535492,0.01365809710661777,0.9976382204538258,0.6641228872800816,1,stable_homogeneous,-0.19845624707435514,-0.1965916194510749,5.863703305156273,0.05807819410591696,0.34907199340906103,0.30038010080950206,0.14919430363858924
16,27.82133947856904,2.0374834857557724,9.310414380151542,0.03690642864607895,3.625603808396994,4.983318926173462,0.08065833576989011,0.02885267637700376,1.1852650360134718,0.02297900781892635,0.06834202131188663,1.097409474295091,1.8368398663686023,0,no_positive_fixed_point,,,,,,,
17,30.449818886807957,0.196685681263397,1.7982512160692523,0.20920169845223452,1.991195820984273,2.148789455716413,0.2461038797716208,0.23646378144931857,0.2876020959354143,0.7183965948009842,0.00716365634371773,1.0091195656293908,0.22574747093947564,1,stable_homogeneous,-0.16298440417329657,-0.24596197694531868,-3.0,57.84863553974155,0.0005410099672620996,0.6588707329302749,0.19609019231329877
18,0.7959605294794551,0.9254763995102291,4.967946394079735,1.6115305049267719,3.76849423859822,3.4137716469462105,0.018985120421922855,0.015396007749600758,0.1083191418320923,0.3432766800701037,0.005907630978909154,0.7615855005129971,1.1401487991174948,1,nonuniform_instability,0.22287145613492765,-0.01539612895945598,-3.0,0.002829453176294894,29.332499694879665,3.5011949472141892,0.9560606337289096
19,29.701297818988106,1.1330345594429183,1.0791466346256584,0.11832129913891183,4.362172656274054,1.0254435785325986,0.011453598628636966,0.2297484990808905,2.9979140412361844,0.11268195479197433,0.006119395427161775,0.9229128768059875,2.6411030445615222,0,no_positive_fixed_point,,,,,,,
20,21.562820672267307,8.741475976634089,1.5400278998327284,2.3945701534236945,1.6774311242690834,2.5456281932597173,0.9895617548807923,0.041013908939624394,4.115754987324986,0.26549833294901926,0.4005924984146058,0.3746786555488411,0.06768750851466378,1,stable_homogeneous,-0.25281767342038985,-0.2515299640219475,5.863703305156273,4.76172919511731,0.7897948784317177,2.0541856761631214,3.459176579750471
21,18.5861895880192,0.7509024770865022,2.310392291407628,0.18644661135085094,2.674713596591886,5.54104978318521,0.04590208968699852,0.060929067550251,1.166983425723408,0.012934555520705252,0.23673438323959586,0.07664171132992224,0.44996941141242214,1,stable_homogeneous,-0.012926160595828951,-0.012934557338346399,-3.0,371.267275400656,0.0022226097224968323,0.3251633855000556,7.834832782185746
22,5.311374201720438,0.786863586627854,6.715445522996532,0.48327758312792674,4.637033780161812,2.025760822106874,0.20082187027665094,0.08809865067909495,0.3487951665469198,0.15139441942546109,0.024854823461823165,0.06788121446035433,3.054304580153832,1,stable_homogeneous,-0.15139441121361047,-0.1513944194197383,-3.0,22.826220264621774,0.009947309510293484,0.26513681256580474,34.21660438447046
23,2.0552459180423543,0.4350025354562392,0.5595945799300542,0.10453646624152542,3.405736882393511,5.4630781649481905,0.015932434022179937,0.5423527687181022,5.149142565655943,0.3390205156032298,0.05429509066018682,0.06915420294430084,0.10338009909683876,1,stable_homogeneous,-0.016080410505561183,-0.015964044149694778,5.863703305156273,106.59660017466413,0.007796870942669118,0.06697282417939197,1.5173620872931237
24,0.5254243623581352,1.6395145468101928,5.917028281963959,0.3512193864285243,2.5807277840522853,5.05462169255425,0.08586182726457464,0.6325753693786934,0.8789155295700702,0.015647811754115053,0.05466106255038223,1.5930395522118461,1.4300051922312396,1,nonuniform_instability,0.0052007381218733125,-0.08557286781143922,-3.0,0.36483359123917425,0.3532328602289689,1.4014789757349049,0.34624504613050816
25,17.519542889978727,0.19035799212916812,0.8849645228089371,0.03807645921919799,4.623236671194444,5.861094174466039,0.07243634280361733,0.01179959997578271,0.17088062155803974,0.020381786158329526,0.028442261041112735,0.11284543079443074,1.7336640957105094,0,no_positive_fixed_point,,,,,,,
26,0.6195517434578884,0.28728457694456405,0.13082224762947978,0.6007845079226161,1.2476147956529227,1.4074433380138092,0.035489785744499486,0.10473883174274737,3.4189268282277414,0.3405429033158034,0.1357268106044713,5.124061416542716,0.04835878156761166,1,stable_homogeneous,-0.035551508762376775,-0.03549140261889766,5.863703305156273,5.8255716931198345,0.0016005605336988093,0.08384678716921898,0.3615393621358586
27,4.437185600128696,0.6424976480491704,8.02593296180614,0.590978926186438,1.022739200436408,3.1221857150695214,0.1462356219496474,0.27679292360610547,0.3005483088524244,0.03922572016263574,0.07167000215655364,3.914328833732054,0.34359718502747894,1,stable_homogeneous,-0.03868417254994859,-0.03923528574126595,-3.0,26.26288107937527,0.0010261738163316132,2.105996111442192,3.7992289307308917
28,41.96235335374667,0.11069194803057537,5.519652850262567,1.3246910404238577,2.9060680258810487,5.367734994920189,0.2946564189599979,0.15637676601133965,0.10471810808933059,0.030586310873391514,0.06349977537513223,1.8451969940534527,0.21250602160538118,1,stable_homogeneous,-0.030586305226599438,-0.030586310889021934,-3.0,142.39119327623328,6.888736379849418e-05,1.0370385394889938,142.23878315017217
29,6.841316179886465,0.10928367318558317,2.009805202881792,1.0424885200761447,1.441034650635939,2.0047221687312176,0.5069603180425617,0.23772643776743763,7.054912857654555,0.4066483647308587,0.01606433140249474,0.9691777985214357,0.08136129597876113,1,stable_homogeneous,-0.4066458958171788,-0.40664806671075204,-3.0,12.192571605140756,0.0015150858973753854,0.015226343539194834,4.941333074001216
30,0.6491903761909564,0.4798766613439168,2.824663843263997,0.672635065580842,4.5782287539222475,5.65423827615611,0.7520528427196035,0.30196691145387455,2.6178772390840184,0.1409990775722342,0.264156344578109,0.16743589313068313,0.7821747102376638,1,stable_homogeneous,-0.14099907757123906,-0.14099907757299524,-3.0,0.3137962015847696,0.5562788667766235,0.0669870387727859,20.033164569871992
31,1.304946454519158,0.8828112293867845,0.6709626703701755,0.12015457498764372,1.362066238990959,1.4179222349931497,0.7922670921731204,0.10896398164375047,0.18093993208021694,0.09288403802316471,0.24807042552638423,0.067336758937806,0.04395074023442775,1,stable_homogeneous,-0.06677881956118445,-0.10848737207650823,-3.0,0.09855340337749521,5.765746761360277,1.2688089303052767,0.24671787226902042
32,0.5633882223154318,0.178493971075469,0.10546125804833002,0.05236667303514567,3.4994065740545692,1.221980420865993,0.6388435438240988,0.5944962542853812,2.7442173228436393,0.14316251901953167,0.02572009957598201,0.20172967220461854,0.7173615053702387,1,stable_homogeneous,-0.14310547985825006,-0.1431889694850618,-3.0,0.7906546865902069,0.08424802155201606,0.029379817391771413,0.4932444075843619
33,2.5769212761703355,3.725420254367538,0.7659289125375818,0.06384437257785641,1.706797923879526,2.8502973307743407,0.38161032306501835,0.08093686077026292,1.5417224876764775,0.344788955107544,0.15803705310327384,0.22333201635998806,0.6505071358363604,1,nonuniform_instability,0.22429064808848315,-0.08095079304013365,-3.0,0.008835756600085155,37.81214819866858,0.2903829583567791,0.029229338971721624
34,0.5076225146396826,0.49063341316210485,0.9287986184400759,2.3140898132673473,2.1275601098345884,1.1696420363963336,0.03432894766688353,0.4552127261194474,0.3119197744255238,0.9466432584904313,0.005959557480641551,0.13438846156358109,0.16743860937602156,1,stable_homogeneous,-0.133630673633507,-0.16809885521134763,-3.0,0.31470934396951145,0.644157331129754,0.5240490235095826,0.834294027142981
35,0.5951417199919888,0.7482583300704098,1.766391264593817,0.040922634881201486,2.0885412467676474,1.9396306544754107,0.21085007850608145,0.011519991155990679,1.9044700248380222,0.2684535534948911,0.007934333592986743,1.105444107300605,0.0475641033135801,1,stable_homogeneous,-0.20158907804230014,-0.20137447008679435,5.863703305156273,2.2370860317118417,0.050031426645678716,0.3897978783007773,0.0820559456558752
36,20.614397999413736,4.021787301869261,6.309412407870426,1.796795197622095,2.2361000525286023,2.52436638587478,0.04493579850872996,0.01875627012696738,0.32261105453818373,0.035313484900959695,0.34501707238031104,3.3351926721490104,0.0758938440887431,0,no_positive_fixed_point,,,,,,,
37,15.848697011538427,0.9163908242266723,3.6715380848530406,1.4039689653371803,4.758287583628375,2.9868063447391595,0.024457842180222046,0.2409195879052618,3.474111493845493,0.20298060868040532,0.12980839691805407,2.1648390910176047,0.059688083493529574,0,no_positive_fixed_point,,,,,,,
38,25.670546281970505,0.5928923767228895,0.1278860065954604,0.5818167734272045,2.9265122206758445,2.0840532059592367,0.11089906471918264,0.015158558105287242,1.444317518472218,0.6467309770251042,0.006487620676078635,0.3708482202717679,0.26022244000377853,1,stable_homogeneous,-0.09721521098128741,-0.10716003038746755,-3.0,3.1099430101168304,0.07655818891484108,0.3667995990696144,0.14304936109556315
39,2.00794674679112,2.0178547087318344,0.11791085090753063,0.05577274514697898,1.3475459960261043,4.442174418127236,0.16266512671130687,0.15509003115804418,0.1018614966603566,0.18803637810798715,0.0211927094982383,0.44893320764534617,0.7803900165378613,1,nonuniform_instability,0.09619209163506676,-0.14000265273069307,-3.0,0.000708750853165716,12.807529194762283,0.24003903824284784,0.0009570453432046436
