parameter,tier,multiplier,value,n_branches,branch,D_star,N_star,A_star,ASC_star,nonuniform_max_re_lambda,uniform_re_lambda,dominant_lambda_graph,oscillatory
d_D,tier1,1.189207115002721,0.11892071150027211,1,0,24.02097045797124,0.010528218259682025,0.9104328712472189,0.345424516094899,-0.03488516791486374,-0.10000000000000053,-3.0,False
d_D,tier1,1.414213562373095,0.1414213562373095,1,0,20.21394147646647,0.012508588892466282,0.9102523817718259,0.34562293124937077,-0.037228346237365054,-0.1000000000000005,-3.0,False
d_D,tier1,1.681792830507429,0.16817928305074292,1,0,17.01259164389201,0.014858899078586367,0.9100381762865085,0.3458586046975868,-0.03935908318724924,-0.09999999999999966,-3.0,False
d_D,tier1,2.0,0.2,1,0,14.32054923902765,0.01764721365369657,0.9097840514138403,0.3461384712919843,-0.04126569741437988,-0.10000000000000013,-3.0,False
d_D,tier2,0.1,0.010000000000000002,1,0,284.6402831830478,0.0008893401847055099,0.9113113512743053,0.34446091488821623,-0.00547218945192306,-0.010003331305265269,-3.0,False
d_D,tier2,0.1778279410038923,0.01778279410038923,1,0,160.10611997740506,0.0015809797414000648,0.911248315770404,0.3445299409600586,-0.00930692798489406,-0.01779339099185094,-3.0,False
d_D,tier2,0.31622776601683794,0.0316227766016838,1,0,90.0753729938114,0.002809796001659883,0.9111363223897221,0.3446526222978209,-0.015247507129995837,-0.03165664855074722,-3.0,False
d_D,tier2,0.5623413251903491,0.05623413251903491,1,0,50.69411793247438,0.004991470429746579,0.9109374862393143,0.3448705751248672,-0.02336986038048076,-0.05634339263549509,-3.0,False
d_D,tier2,1.0,0.1,1,0,28.548283450528967,0.008860086156202866,0.9105849035401942,0.3452575001267988,-0.03235953748503029,-0.09999999999997704,-3.0,False
d_D,tier2,1.7782794100389228,0.1778279410038923,1,0,16.09454133987633,0.0157051358748065,0.9099610509076126,0.3459435112078553,-0.03999743622493811,-0.09999999999999958,-3.0,False
d_D,tier2,3.1622776601683795,0.316227766016838,1,0,9.090895642790088,0.027770805925419823,0.9088613949029997,0.34715708512749655,-0.04528462034126592,-0.09999999999999994,-3.0,False
d_D,tier2,5.623413251903491,0.5623413251903492,1,0,5.151780125918263,0.04890087580384346,0.9069356163824346,0.3492958252785841,-0.04871188391016511,-0.09999999999999999,-3.0,False
d_D,tier2,10.0,1.0,1,0,2.9355112054075363,0.08550465813591164,0.9035995754610309,0.35304178241478307,-0.05113938629063497,-0.09999999999999977,-3.0,False
d_N,tier1,0.5,0.05,1,0,28.501560296931174,0.008878537447625352,0.9109878134833993,0.3448153922188913,-0.03232290829242674,-0.09593935489851707,-3.0,False
d_N,tier1,0.5946035575013605,0.05946035575013606,1,0,28.51041694345469,0.008875035370288479,0.9109114516613963,0.34489912610377466,-0.03232983593384778,-0.09636148775514071,-3.0,False
d_N,tier1,0.7071067811865476,0.07071067811865477,1,0,28.52093941209891,0.00887087735259568,0.9108207198199509,0.3449986519256737,-0.03233807608250819,-0.09693350972827185,-3.0,False
d_N,tier1,0.8408964152537145,0.08408964152537146,1,0,28.533438812185107,0.008865942022310041,0.9107129311414718,0.3451169366646049,-0.03234787778313819,-0.0977843878256343,-3.0,False
d_N,tier1,1.0,0.1,1,0,28.548283450528967,0.008860086156202866,0.9105849035401942,0.3452575001267988,-0.03235953748503029,-0.09999999999997704,-3.0,False
d_N,tier1,1.189207115002721,0.11892071150027211,1,0,28.565908977889592,0.008853140993575271,0.9104328712472188,0.34542451609489916,-0.03237340812197953,-0.10017579329425177,-3.0,False
d_N,tier1,1.414213562373095,0.1414213562373095,1,0,28.58683018503477,0.008844908028933769,0.9102523817718264,0.3456229312493701,-0.03238990995157145,-0.1001714995363556,-3.0,False
d_N,tier1,1.681792830507429,0.16817928305074292,1,0,28.611654655048152,0.008835154252682016,0.9100381762865085,0.3458586046975868,-0.03240954350080386,-0.10016641660852607,-3.0,False
d_N,tier1,2.0,0.2,1,0,28.641098478055294,0.008823606826848194,0.9097840514138403,0.3461384712919841,-0.03243290503511757,-0.10016040459570338,-3.0,False
d_N,tier2,0.1,0.010000000000000002,1,0,28.46402831830474,0.00889340184705481,0.9113113512743054,0.3444609148882162,-0.032293632048005144,-0.0944870178524114,-3.0,False
d_N,tier2,0.1778279410038923,0.01778279410038923,1,0,28.47134165770409,0.008890502428780075,0.911248315770404,0.3445299409600586,-0.032299326406380204,-0.09473966272355093,-3.0,False
d_N,tier2,0.31622776601683794,0.0316227766016838,1,0,28.484333974966404,0.008885355125679475,0.9111363223897221,0.34465262229782095,-0.032309454861131334,-0.09521992528541873,-3.0,False
d_N,tier2,0.5623413251903491,0.05623413251903491,1,0,28.50739745750352,0.008876229091038943,0.910937486239314,0.3448705751248675,-0.032327473279663566,-0.0962125297458086,-3.0,False
d_N,tier2,1.0,0.1,1,0,28.548283450528967,0.008860086156202866,0.9105849035401942,0.3452575001267988,-0.03235953748503029,-0.09999999999997704,-3.0,False
